A,Coef.(Intercept),Coef.DiagnosisFactorBipolar,Coef.DiagnosisFactorDepression,Coef.DiagnosisFactorSchizophrenia,Coef.BrainpH,Coef.RNADegradPerSample,Coef.RateofDeathFactorOn respirator,Coef.RateofDeathFactorPossible anoxia,t.(Intercept),t.DiagnosisFactorBipolar,t.DiagnosisFactorDepression,t.DiagnosisFactorSchizophrenia,t.BrainpH,t.RNADegradPerSample,t.RateofDeathFactorOn respirator,t.RateofDeathFactorPossible anoxia,p.value.(Intercept),p.value.DiagnosisFactorBipolar,p.value.DiagnosisFactorDepression,p.value.DiagnosisFactorSchizophrenia,p.value.BrainpH,p.value.RNADegradPerSample,p.value.RateofDeathFactorOn respirator,p.value.RateofDeathFactorPossible anoxia,p.value.adj.(Intercept),p.value.adj.DiagnosisFactorBipolar,p.value.adj.DiagnosisFactorDepression,p.value.adj.DiagnosisFactorSchizophrenia,p.value.adj.BrainpH,p.value.adj.RNADegradPerSample,p.value.adj.RateofDeathFactorOn respirator,p.value.adj.RateofDeathFactorPossible anoxia,F,F.p.value
5.462838326,4.701033407,0.044243073,-0.059308703,0.112507341,0.190069061,-0.550929854,0.04627246,0.131220161,4.852133354,0.528448971,-0.729356339,1.442813043,1.323596643,-1.428145962,0.40475421,0.919709485,1.37E-05,0.59965822,0.469379545,0.155661963,0.191997879,0.159818694,0.687482531,0.362390535,2.17E-05,0.999843863,0.999951772,0.991234928,0.423028565,0.254394946,0.999396546,0.765131676,4629.108944,9.71E-66
5.273215636,7.028335868,-0.091464019,-0.004334687,-0.010369197,-0.125786991,-1.186432295,0.246078889,0.238687528,6.603883098,-0.99452461,-0.048527352,-0.121054746,-0.79742057,-2.799798186,1.959524175,1.522955817,3.17E-08,0.325027323,0.961500261,0.904160379,0.429191144,0.0073802,0.055958119,0.134426895,7.87E-08,0.999843863,0.999951772,0.999083706,0.66461671,0.027899245,0.999396546,0.540275781,3576.489952,4.29E-63
3.605617459,4.330709875,-0.053071845,-0.013230752,-0.02714552,-0.015730407,-0.737125918,0.006976497,0.08202492,5.378460472,-0.762748668,-0.195778665,-0.418877331,-0.131808579,-2.299203815,0.073428681,0.691759949,2.28E-06,0.449399975,0.845621921,0.677201534,0.895694686,0.025954009,0.941774586,0.492469276,4.07E-06,0.999843863,0.999951772,0.991423821,0.955037287,0.066726619,0.999396546,0.838042294,2919.858349,5.16E-61
7.232006861,8.88091254,-0.015411687,-0.054297736,-0.013675656,-0.071783491,-1.412373263,-0.154412587,-0.009106937,8.61535202,-0.173015097,-0.627594456,-0.164836508,-0.469834439,-3.441135866,-1.269484875,-0.059992707,2.96E-11,0.863377689,0.533287371,0.869774991,0.640631884,0.001220535,0.2104778,0.952414162,1.39E-10,0.999843863,0.999951772,0.999083706,0.820190524,0.009280603,0.999396546,0.987517715,7166.619542,3.18E-70
6.354774742,7.409321053,-0.00434236,0.045747509,-0.060813025,0.040403693,-1.564357094,-0.060510291,0.049927343,8.176981695,-0.055457313,0.601539308,-0.833875138,0.300843413,-4.335981361,-0.565943733,0.374165529,1.32E-10,0.956007689,0.550352725,0.408542108,0.76485215,7.55E-05,0.574106863,0.709953014,5.35E-10,0.999843863,0.999951772,0.991234928,0.884415245,0.002481163,0.999396546,0.924892467,7162.510756,3.22E-70
5.180372186,5.295480729,0.259285539,0.018195485,0.17323583,-0.086542594,0.441443808,-0.171834593,-0.594848971,2.708435222,1.534651404,0.110881384,1.100881542,-0.298639881,0.567055268,-0.744822965,-2.066000792,0.009381224,0.131530801,0.912179491,0.276518187,0.766522708,0.573357576,0.460062991,0.044328491,0.010591345,0.999843863,0.999951772,0.991234928,0.88481168,0.677273191,0.999396546,0.351676239,1022.816746,2.79E-50
7.035532963,2.618985615,-0.099901541,-0.007907737,0.108812714,0.41452338,2.242033024,0.013240432,-0.398125154,1.616891619,-0.71373726,-0.058167711,0.834674694,1.726639471,3.476375662,0.069275448,-1.669083723,0.112551283,0.478896241,0.953860045,0.408096158,0.090757944,0.001099758,0.945062364,0.101706371,0.11745497,0.999843863,0.999951772,0.991234928,0.277453161,0.008797039,0.999396546,0.485318738,2750.108042,2.12E-60
7.981125974,7.245858432,0.05423744,-0.03037428,0.045916642,-0.019170422,1.038207597,-0.117838898,-0.236426792,7.322149866,0.634258556,-0.36570989,0.576512458,-0.130702918,2.634934779,-1.009175826,-1.62239338,2.56E-09,0.528967319,0.71621178,0.567001903,0.896564543,0.011341362,0.318024252,0.111365428,7.83E-09,0.999843863,0.999951772,0.991234928,0.955330019,0.037257005,0.999396546,0.501555016,9470.438016,4.38E-73
4.837376954,1.951916293,-0.156060899,-0.144002407,-0.091488031,0.274178551,1.535029839,0.046001441,-0.081920713,1.645909824,-1.52285073,-1.446760171,-0.958515052,1.559851166,3.250862262,0.328734798,-0.46908255,0.106410886,0.134453145,0.154557907,0.34267628,0.125460419,0.002123137,0.743806953,0.641165272,0.111169149,0.999843863,0.999951772,0.991234928,0.335163927,0.012740315,0.999396546,0.896436272,2424.660108,4.14E-59
4.760169842,6.79360653,0.028110117,0.002569517,0.010698155,-0.367688561,0.267252456,0.276751881,-0.031337368,5.489727636,0.262864203,0.024739099,0.107411082,-2.004635255,0.542386675,1.895266947,-0.171958492,1.55E-06,0.793796673,0.980367127,0.914917097,0.05074393,0.590098177,0.064176302,0.864203657,2.85E-06,0.999843863,0.999951772,0.999083706,0.201350974,0.690781272,0.999396546,0.967158156,2155.277581,6.66E-58
5.475190724,3.593099695,-0.129720986,-0.013952856,-0.139957146,0.366555413,-0.437331446,0.160774237,0.367647286,1.773413894,-0.740916836,-0.082051384,-0.858273545,1.22063358,-0.542111279,0.672491336,1.232204844,0.082597441,0.462405779,0.934952028,0.395069115,0.228273998,0.59028637,0.504542491,0.223961753,0.086896004,0.999843863,0.999951772,0.991234928,0.466086666,0.690781272,0.999396546,0.649154068,1063.473553,1.12E-50
6.448681559,1.610975104,0.145618553,0.059878848,0.114521809,0.54050065,1.711004502,-0.021941447,-0.214211331,1.168707594,1.222509187,0.517573957,1.03227413,2.645562918,3.117490137,-0.134899925,-1.055286022,0.248377,0.227570903,0.607167424,0.307192224,0.011036431,0.00310008,0.893263322,0.296654159,0.255457268,0.999843863,0.999951772,0.991234928,0.081393178,0.016065928,0.999396546,0.718113141,3189.471813,6.41E-62
8.299117121,6.68466669,0.049866427,0.055052839,0.033845542,0.187757505,0.491212875,0.080660755,0.03512085,6.100671187,0.526652917,0.598631448,0.383786015,1.156112249,1.125912136,0.623863449,0.217657477,1.85E-07,0.600895402,0.552274369,0.702856541,0.253440428,0.265882095,0.535714038,0.828632075,3.99E-07,0.999843863,0.999951772,0.993934909,0.494888548,0.374829648,0.999396546,0.959979421,8351.064103,8.56E-72
3.926148237,3.97131901,0.019750181,-0.038396481,0.031969642,0.105045386,-0.862798334,0.063383126,0.136254029,4.264420598,0.245422694,-0.491245545,0.426533201,0.761039283,-2.326866429,0.576804059,0.993539915,9.52E-05,0.807190727,0.625524153,0.671654082,0.450410516,0.024303249,0.566806489,0.32550168,0.000134538,0.999843863,0.999951772,0.991251994,0.680112028,0.06363046,0.999396546,0.742428611,2588.549427,8.85E-60
3.761608136,3.7084693,0.054667942,-0.066630481,0.021510107,0.124496514,-0.885774376,0.011112444,0.168275785,4.744702487,0.809404106,-1.015708747,0.34193746,1.074672972,-2.846258292,0.120490628,1.461997505,1.96E-05,0.422335127,0.314934735,0.733912334,0.287971896,0.006521589,0.904604787,0.15035336,3.05E-05,0.999843863,0.999951772,0.994145966,0.53334366,0.025734245,0.999396546,0.558887454,3373.939202,1.70E-62
7.732197494,5.939673498,-0.063242299,-0.071171668,-0.068587372,0.180326449,0.851637278,0.069581303,0.128136135,6.992034559,-0.861523297,-0.998228767,-1.00317099,1.432205245,2.517865664,0.694165379,1.024290918,8.13E-09,0.393295721,0.323247081,0.320882048,0.158659693,0.015248838,0.490973394,0.310907126,2.26E-08,0.999843863,0.999951772,0.991234928,0.383174702,0.045864513,0.999396546,0.731178999,12061.31661,1.44E-75
5.14062756,5.100796787,0.044548552,-0.000629191,0.011940313,0.185134587,-1.384056626,0.079975196,0.296886626,5.350201579,0.540734525,-0.007863148,0.155610046,1.310160563,-3.646052187,0.710913623,2.1146255,2.51E-06,0.591227614,0.993759246,0.877002491,0.196467498,0.000661322,0.480628217,0.039758279,4.46E-06,0.999843863,0.999951772,0.999083706,0.428898028,0.00670019,0.999396546,0.338281636,4235.283274,7.93E-65
4.907092341,4.68749759,0.074003892,0.078990989,0.083464625,-0.042796108,0.549863074,-0.170556241,-0.20162674,5.176120825,0.945662771,1.039256733,1.145132131,-0.318839753,1.524947183,-1.596100977,-1.511896926,4.56E-06,0.349125806,0.303967906,0.257914683,0.751251539,0.133930224,0.117125566,0.137211909,7.82E-06,0.999843863,0.999951772,0.991234928,0.87866939,0.223286673,0.999396546,0.54286817,4275.346412,6.35E-65
6.779646457,7.422547111,0.067884247,-0.041492575,0.035399382,-0.206714555,0.763832901,-0.099206866,0.020458142,7.629097951,0.807435089,-0.508127343,0.45207003,-1.433494798,1.971766518,-0.864154424,0.142789781,8.80E-10,0.423457072,0.613725272,0.653284574,0.158292879,0.054499414,0.391863562,0.88706264,2.99E-09,0.999843863,0.999951772,0.991234928,0.38285425,0.113914567,0.999396546,0.974616922,7069.366917,4.39E-70
6.626380687,3.182164197,-0.104522627,-0.016930168,0.117909839,0.420986107,0.981464181,0.034025271,0.129681941,3.004656555,-1.142091638,-0.190465123,1.383286404,2.681914035,2.327467393,0.272272164,0.831500402,0.004242648,0.259163581,0.849759651,0.173070619,0.010049426,0.024268453,0.786597603,0.409868374,0.00494802,0.999843863,0.999951772,0.991234928,0.076862829,0.063558817,0.999396546,0.795772444,5700.709051,7.09E-68
8.488484701,6.36572147,0.022794747,-0.009897186,-0.006419538,0.193875992,1.11445242,-0.10587349,0.021413491,5.829729077,0.241576067,-0.107992709,-0.073045647,1.197924951,2.563298422,-0.821707722,0.133167706,4.77E-07,0.810152734,0.914458197,0.942077761,0.236913577,0.013606202,0.415365334,0.894625597,9.52E-07,0.999843863,0.999951772,0.999083706,0.475774542,0.042469109,0.999396546,0.975722209,8798.225509,2.49E-72
7.380929408,9.562400122,-0.12264665,-0.035576879,-0.023459195,-0.29327956,-0.357413045,-0.18481911,-0.116546748,9.407053982,-1.396242328,-0.417000438,-0.286740892,-1.946584933,-0.883067746,-1.540859345,-0.77856987,2.08E-12,0.169159016,0.67856431,0.775562831,0.057536208,0.381665135,0.130013971,0.440110107,1.30E-11,0.999843863,0.999951772,0.994145966,0.21439108,0.495834975,0.999396546,0.811759875,7675.74423,6.28E-71
5.445651892,0.541134757,-0.017041685,0.072026842,0.053563102,0.644431727,1.037254306,0.082824061,0.122378081,0.591784538,-0.215669679,0.938500485,0.727802779,4.754884089,2.848920493,0.767616148,0.908808814,0.556812495,0.830172404,0.352754281,0.47032127,1.90E-05,0.006475314,0.446529737,0.368057794,0.564269216,0.999843863,0.999951772,0.991234928,0.001336252,0.025644696,0.999396546,0.767492408,5166.988466,7.23E-67
7.923991976,8.37444542,-0.008150342,0.050045057,0.097531801,-0.155718885,0.589275162,0.060560935,-0.180441937,8.377420417,-0.09435143,0.596482065,1.212244728,-1.050994339,1.480502991,0.513424071,-1.225751523,6.66E-11,0.925228489,0.553696959,0.231438207,0.298600332,0.145368625,0.610044304,0.226359232,2.88E-10,0.999843863,0.999951772,0.991234928,0.544236364,0.237676313,0.999396546,0.650621106,9147.697566,9.93E-73
8.791104713,8.367966038,0.003506452,0.006245409,0.052276725,0.10124082,-0.263723669,0.031542949,-0.092822327,10.24163722,0.049663321,0.091073558,0.794964369,0.836007104,-0.810653921,0.3271758,-0.771458628,1.37E-13,0.960599774,0.927818677,0.430604587,0.407353676,0.421623916,0.744978255,0.444271541,1.16E-12,0.999843863,0.999951772,0.991234928,0.647985726,0.533487142,0.999396546,0.813779227,16852.23535,5.30E-79
3.909014402,3.988542913,0.11356162,0.111630671,0.161929009,-0.056797994,0.226753172,-0.070330705,-0.010212791,4.417611965,1.455537029,1.473122212,2.228372354,-0.424434941,0.630759159,-0.660157654,-0.076811887,5.78E-05,0.152124928,0.147340872,0.030645267,0.673172665,0.531233536,0.512354213,0.939097131,8.42E-05,0.999843863,0.999951772,0.95452584,0.836671433,0.639079624,0.999396546,0.983231113,2729.472002,2.53E-60
6.684233765,6.798512687,-0.045354757,-0.008799137,0.039382378,0.004357718,-0.176680778,0.02049592,0.086161236,9.444542079,-0.729135471,-0.145642805,0.679764898,0.040844254,-0.616443385,0.241303605,0.812811091,1.84E-12,0.469513363,0.884822167,0.499966223,0.967591951,0.540557089,0.810362644,0.420398079,1.17E-11,0.999843863,0.999951772,0.991234928,0.984022774,0.647290809,0.999396546,0.802137215,12551.99268,5.61E-76
7.490739211,4.812539005,-0.093646513,-0.029300775,0.01431121,0.372134669,0.45816716,0.06242246,0.070090139,5.067949129,-1.141216332,-0.367636847,0.187250998,2.644009143,1.211766215,0.557093715,0.501216794,6.59E-06,0.259523917,0.714783719,0.852264618,0.011080536,0.231619663,0.580089682,0.618542902,1.10E-05,0.999843863,0.999951772,0.998446562,0.08146073,0.336489932,0.999396546,0.886712795,9059.233411,1.25E-72
5.963921617,5.350514351,-0.038952435,-0.054065812,0.043539117,0.012106264,0.672530366,-0.035092571,-0.124834628,5.557807142,-0.468231833,-0.669133255,0.561923721,0.084844346,1.75451359,-0.308924621,-0.880549386,1.23E-06,0.641768999,0.506662942,0.576820746,0.932743178,0.0858179,0.758735281,0.383013306,2.29E-06,0.999843863,0.999951772,0.991234928,0.969289121,0.158768686,0.999396546,0.776327413,5587.409969,1.14E-67
8.111322937,7.939734663,0.093026338,-0.071651716,-9.11E-05,0.149324068,-0.901915449,-0.090556531,-0.098893296,6.013410375,0.815340776,-0.646581676,-0.000857485,0.76304386,-1.715606086,-0.581251426,-0.508618803,2.51E-07,0.418963311,0.521027449,0.999319432,0.4492256,0.092777511,0.563830251,0.613383306,5.29E-07,0.999843863,0.999951772,0.999868405,0.6796405,0.168223175,0.999396546,0.88362915,5494.558845,1.69E-67
4.723663491,9.216942883,-0.015083039,0.046600701,-0.16050124,-0.645171441,-0.515004692,-0.159304395,-0.160557794,8.206260034,-0.155405224,0.494347986,-1.775524132,-3.87559467,-1.151612746,-1.202030631,-0.970734528,1.20E-10,0.87716306,0.623348259,0.082244228,0.00032674,0.255267127,0.235334137,0.336617658,4.89E-10,0.999843863,0.999951772,0.97241902,0.009041917,0.362925469,0.999396546,0.749234392,2577.590081,9.78E-60
8.549909788,6.958796907,0.14636313,0.033986524,0.053489719,0.14344451,0.764332222,0.136782898,0.024752754,6.093183035,1.483064827,0.354567361,0.581929246,0.847420234,1.680850663,1.015012202,0.147178474,1.90E-07,0.144688965,0.72448943,0.563377328,0.40102785,0.099383777,0.315263169,0.883616602,4.09E-07,0.999843863,0.999951772,0.991234928,0.642731094,0.17730663,0.999396546,0.973857345,8159.284981,1.48E-71
6.547834909,7.74400023,0.115351566,-0.036764518,0.001942025,-0.341740699,1.106458763,-0.046592195,-0.067699645,7.135275256,1.229949423,-0.403604685,0.022232589,-2.124451955,2.560457111,-0.363821153,-0.423586856,4.92E-09,0.224797528,0.688321996,0.982355932,0.0388865,0.013704003,0.717612512,0.673786844,1.43E-08,0.999843863,0.999951772,0.999868405,0.17193302,0.042679337,0.999396546,0.912264187,5300.098362,3.97E-67
8.64850564,7.468726499,-0.007231509,-0.007564227,0.006943491,0.133934404,0.428544233,-0.097688967,0.024224238,12.45843449,-0.139593199,-0.150336139,0.143907896,1.507349296,1.795351424,-1.380994134,0.274395981,1.51E-16,0.889574014,0.881138578,0.886184475,0.138370404,0.078986848,0.173769901,0.784975012,3.10E-15,0.999843863,0.999951772,0.999083706,0.353972016,0.149329325,0.999396546,0.947390155,30296.77481,5.01E-85
5.349618252,4.669890244,0.001072135,0.059764024,0.108236628,0.102214422,0.018368002,-0.07010962,-0.109645303,4.92812599,0.013093119,0.75144449,1.41918558,0.727766634,0.04868262,-0.627021079,-0.785734583,1.06E-05,0.989608562,0.456107284,0.162400428,0.470343193,0.961377177,0.533659925,0.435940811,1.71E-05,0.999843863,0.999951772,0.991234928,0.697024408,0.975474256,0.999396546,0.810796769,4639.960798,9.18E-66
4.552515238,4.847849154,0.006054171,-0.035655703,-0.031680439,0.107516823,-1.136630875,0.00233887,-0.107630298,6.383857659,0.092258665,-0.559429098,-0.518340441,0.955246281,-3.75915683,0.026101742,-0.962452598,6.87E-08,0.926882108,0.578507982,0.606636749,0.344309115,0.000468324,0.979285982,0.340716169,1.60E-07,0.999843863,0.999951772,0.991234928,0.591202257,0.005704615,0.999396546,0.750562507,5233.673811,5.34E-67
5.329639201,3.967279934,-0.034035219,-0.017762398,0.022499597,0.337706092,-0.898816971,0.028982365,0.205393709,4.276030598,-0.424516812,-0.228103263,0.301309282,2.455792625,-2.433078499,0.264734885,1.503300508,9.17E-05,0.673113386,0.820549025,0.764499107,0.017784374,0.018803611,0.792363741,0.139408352,0.000129885,0.999843863,0.999951772,0.994145966,0.108702061,0.053171191,0.999396546,0.54532517,4805.246685,4.02E-66
4.829724219,3.487771708,-0.080635899,0.013644463,0.159140181,0.080787917,1.01633623,-0.097188961,-0.360158156,3.108189042,-0.831584123,0.144876438,1.762093824,0.485747553,2.274750036,-0.734016317,-2.179532436,0.003182033,0.409821572,0.885423901,0.084513925,0.629388437,0.027495818,0.466561258,0.034303557,0.003755633,0.999843863,0.999951772,0.97241902,0.812577286,0.069643584,0.999396546,0.325560171,2699.715492,3.28E-60
8.609187689,11.50600262,-0.082496675,0.037790197,-0.054121298,-0.375184506,-0.636750952,-0.118075557,-0.068519843,16.42132057,-1.362506048,0.642605898,-0.959713541,-3.612712005,-2.282391349,-1.428147335,-0.664065133,3.59E-21,0.179489748,0.523582134,0.342078886,0.00073147,0.027005495,0.1598183,0.509872329,5.59E-19,0.999843863,0.999951772,0.991234928,0.01546453,0.068788796,0.999396546,0.844127451,21979.625,9.91E-82
5.00204909,1.509816629,0.046497253,-0.0252493,0.00311565,0.374607507,1.421244638,0.022661916,-0.354727521,1.02026007,0.363607107,-0.20329092,0.026159241,1.707921867,2.412083976,0.129781477,-1.627767142,0.312794414,0.717771316,0.839779539,0.979240362,0.094205922,0.019792256,0.897289567,0.110217004,0.319940794,0.999843863,0.999951772,0.999868405,0.283446461,0.055116915,0.999396546,0.501044978,1665.566429,2.90E-55
7.973909947,9.427694148,-0.069214287,0.036488933,0.022977182,-0.203980904,-0.205693742,0.059889182,-0.321067591,12.53661659,-1.065096579,0.578119973,0.379630798,-1.830076347,-0.686962192,0.674920526,-2.899225769,1.20E-16,0.292238251,0.565925052,0.70591837,0.073542947,0.495460405,0.5030116,0.005656222,2.59E-15,0.999843863,0.999951772,0.993934909,0.24752065,0.605499775,0.999396546,0.155073756,16368.88294,1.05E-78
4.614028382,6.906401711,0.158252595,0.107692077,0.292796119,-0.347855558,-0.303784534,0.078374047,-0.330407153,5.814299279,1.541752887,1.080217587,3.062673292,-1.975828886,-0.64231506,0.559174319,-1.888885773,5.03E-07,0.129796803,0.285521636,0.003613288,0.054022661,0.523769275,0.578680436,0.065045941,1.00E-06,0.999843863,0.999951772,0.95452584,0.207616975,0.631610644,0.999396546,0.40275731,2198.782125,4.15E-58
3.936886899,8.113758648,0.260630537,0.116064241,-0.078176083,-0.599980952,-0.61502334,-0.040481114,0.03400561,6.800478152,2.527906737,1.159038185,-0.814106226,-3.392810975,-1.294630579,-0.287540626,0.193543522,1.59E-08,0.014871014,0.252257614,0.419663142,0.001406844,0.201731147,0.774954242,0.84736193,4.19E-08,0.999843863,0.999951772,0.991234928,0.023727655,0.303004222,0.999396546,0.962303359,1588.585187,8.83E-55
3.582722148,1.79623873,0.080544032,-0.02042033,0.089947436,0.196947187,0.630366348,0.056647784,-0.019204487,2.510523976,1.302722956,-0.340051748,1.561992389,1.857184013,2.212739231,0.670984739,-0.182269392,0.015530585,0.198975266,0.735322821,0.124955174,0.069516401,0.031776768,0.50549323,0.856150124,0.017171197,0.999843863,0.999951772,0.991234928,0.240771802,0.076541731,0.999396546,0.964989772,3651.914674,2.62E-63
8.240778944,7.022783741,0.059005472,0.025838823,-0.107933875,0.034796553,1.213227516,-0.010968271,0.101854882,7.128326056,0.693088886,0.312487699,-1.361212219,0.23829741,3.092839701,-0.094350856,0.702054487,5.05E-09,0.491642529,0.756043214,0.179895379,0.812679607,0.003321748,0.925228943,0.486085069,1.46E-08,0.999843863,0.999951772,0.991234928,0.910060675,0.0167478,0.999396546,0.835626702,10186.73349,7.81E-74
7.17681511,8.718640212,-0.03787907,-0.016975817,-0.081296749,-0.069914757,-1.30309859,0.055141089,0.03112149,9.219384618,-0.463522554,-0.213877851,-1.06811045,-0.498800484,-3.460727075,0.494148991,0.223472592,3.88E-12,0.64511544,0.831561455,0.290890849,0.620231427,0.001151913,0.623487723,0.824129912,2.28E-11,0.999843863,0.999951772,0.991234928,0.805895599,0.009078345,0.999396546,0.958694596,8385.600983,7.76E-72
4.987856658,8.810481344,0.020051386,-0.075950628,-0.19945205,-0.385041734,-1.64144525,-0.024279343,-0.048225345,5.378134917,0.141642907,-0.552389444,-1.512726344,-1.585786434,-2.516490857,-0.125602532,-0.199902445,2.28E-06,0.887963541,0.583282111,0.137001451,0.119450215,0.015301242,0.900578815,0.842413695,4.08E-06,0.999843863,0.999951772,0.991234928,0.324982116,0.045973619,0.999396546,0.960733037,1350.998003,4.01E-53
3.405682516,3.907699573,0.018526903,-0.003870387,-0.056117218,-0.014417426,-0.499638074,0.006069156,0.212034907,5.127577358,0.281327548,-0.060510034,-0.914907086,-0.127639066,-1.646582434,0.067491446,1.889335673,5.38E-06,0.779686054,0.95200433,0.364880319,0.898975635,0.106271873,0.946474913,0.064984301,9.12E-06,0.999843863,0.999951772,0.991234928,0.955796477,0.187020125,0.999396546,0.40275731,2908.50466,5.65E-61
3.427618019,3.772196725,0.040514681,-0.145629362,0.039065525,0.048705569,-0.754147752,-0.202334011,0.120202019,3.303058641,0.410537427,-1.519332552,0.425016143,0.287743428,-1.65849929,-1.501482378,0.714733966,0.001826822,0.683265259,0.135334349,0.672751891,0.774799935,0.103833481,0.139876456,0.478285718,0.002209074,0.999843863,0.999951772,0.991354852,0.887554148,0.183788055,0.999396546,0.832279441,1312.624534,7.89E-53
4.071370729,3.036494243,-0.084947639,-0.073882864,-0.051969947,0.1116301,0.477242798,-0.057948722,-0.023369114,4.694591882,-1.519830235,-1.360977831,-0.9983147,1.164425026,1.853111978,-0.759274196,-0.245345631,2.32E-05,0.135209415,0.179968937,0.323205859,0.250090371,0.070109071,0.451455379,0.80725004,3.57E-05,0.999843863,0.999951772,0.991234928,0.491332155,0.136970607,0.999396546,0.955096642,5769.069728,5.35E-68
4.009093877,1.457383663,-0.038109647,0.030900335,0.038188188,0.308899977,0.760510452,-0.048998783,-0.046418266,1.570605477,-0.475276695,0.396769552,0.511342715,2.246031914,2.058426177,-0.447515311,-0.339697876,0.122939338,0.636776884,0.693321654,0.611489539,0.029410165,0.045080158,0.656545507,0.735587616,0.128061187,0.999843863,0.999951772,0.991234928,0.146111959,0.099018862,0.999396546,0.932799865,2719.207825,2.77E-60
8.332256423,8.225044516,-0.010175189,0.034386885,0.04191877,-0.017235766,0.249193152,0.036529187,-0.19080438,11.89862721,-0.170341116,0.592697885,0.753454338,-0.168226355,0.905381474,0.447845285,-1.874380034,7.93E-16,0.865468286,0.556206047,0.454910515,0.867122356,0.369851373,0.656309035,0.06706019,1.29E-14,0.999843863,0.999951772,0.991234928,0.938836428,0.483725771,0.999396546,0.407846146,21150.74716,2.46E-81
6.330346838,9.000042914,-0.049159451,-0.039032217,-0.161813652,-0.215383709,-1.536448947,-0.026533327,0.103706646,8.372884611,-0.529243988,-0.432648988,-1.870404307,-1.351911349,-3.589926514,-0.209195162,0.655160676,6.76E-11,0.599110966,0.66723578,0.067621419,0.18283203,0.000783455,0.835194098,0.515537555,2.92E-10,0.999843863,0.999951772,0.97241902,0.412396912,0.007394395,0.999396546,0.845485546,5051.48967,1.23E-66
3.467573794,4.549549094,0.088398208,0.051031114,0.105393315,0.005763156,-1.418874239,0.014532514,-0.009746071,4.55463829,1.024111825,0.608698919,1.310956888,0.038926984,-3.567519365,0.123297898,-0.066256095,3.69E-05,0.310990815,0.545635862,0.19620042,0.969112413,0.000838015,0.902393551,0.94745315,5.51E-05,0.999843863,0.999951772,0.991234928,0.984540839,0.007607075,0.999396546,0.986244184,1756.192643,8.31E-56
6.410803264,5.787298105,-0.083974782,-0.02464177,-0.008683872,-0.029009221,0.987386006,0.07332133,0.089620831,4.612616754,-0.774530968,-0.234005119,-0.0859953,-0.155995624,1.976493476,0.495257715,0.485055233,3.04E-05,0.442470799,0.815990733,0.931833086,0.876700234,0.053945008,0.622710863,0.629875783,4.60E-05,0.999843863,0.999951772,0.999083706,0.94401018,0.113073846,0.999396546,0.890622818,3800.973827,1.02E-63
5.020103838,7.677343847,0.099633887,0.064069552,-0.083102892,-0.29894672,-0.977935964,-0.013197547,-0.034895524,6.795836565,1.020604295,0.675718118,-0.913982494,-1.785379579,-2.174098671,-0.099004409,-0.209755022,1.62E-08,0.312632941,0.502509505,0.365360932,0.08061131,0.034733481,0.921553098,0.834759587,4.26E-08,0.999843863,0.999951772,0.991234928,0.259374183,0.081550245,0.999396546,0.960222046,2876.034501,7.37E-61
10.71419058,8.899769098,-0.077976794,-0.042352055,0.008750575,0.142559854,1.164007154,-0.044881685,-0.146331904,8.896015791,-0.90198759,-0.504397867,0.108678396,0.961432691,2.922196083,-0.380202841,-0.993268211,1.15E-11,0.371632958,0.616323125,0.913917232,0.341223167,0.005315226,0.705496559,0.325632649,5.96E-11,0.999843863,0.999951772,0.999083706,0.58762056,0.022612189,0.999396546,0.742461873,16698.19256,6.58E-79
3.22595815,2.714834718,-0.021429389,0.022520448,0.114861082,0.011151858,0.500381417,0.043817041,-0.11114305,2.713695563,-0.24788252,0.268211076,1.426528466,0.075208999,1.256191358,0.371184793,-0.754415755,0.009253648,0.805298086,0.789702922,0.160282356,0.940365564,0.215214751,0.712157043,0.454338683,0.010456977,0.999843863,0.999951772,0.991234928,0.971981634,0.318171048,0.999396546,0.818422177,1514.432358,2.72E-54
5.574688737,-1.223765525,0.11342145,0.101503943,0.34052108,0.741822628,2.516768382,-0.123542074,-0.398579389,-0.542472154,0.581825583,0.536097885,1.875482628,2.218626262,2.801943566,-0.464112775,-1.199788738,0.590039769,0.563446584,0.594402767,0.066905246,0.031346406,0.007338352,0.644695617,0.236195629,0.597092315,0.999843863,0.999951772,0.97241902,0.151408323,0.027794889,0.999396546,0.662786959,892.0676563,6.93E-49
7.438611509,5.775369172,0.039539563,0.071662382,0.199787969,0.043007618,1.646661512,-0.141719408,-0.573131042,3.109594525,0.246362304,0.459724019,1.33654367,0.156233527,2.226718133,-0.646670039,-2.095504761,0.00316952,0.806467634,0.64782012,0.187764357,0.87651375,0.030763285,0.520970746,0.041503775,0.003741381,0.999843863,0.999951772,0.991234928,0.94396336,0.075071264,0.999396546,0.343561258,2337.096356,9.85E-59
10.56953549,16.02494632,-0.025457485,-0.05704924,-0.152208513,-0.803640848,-0.417142322,-0.068576015,-0.875106738,13.30598994,-0.244615787,-0.56439404,-1.570288174,-4.50212395,-0.869904866,-0.482561033,-4.934263559,1.32E-17,0.807811833,0.575152311,0.123013133,4.38E-05,0.388744903,0.631632906,1.04E-05,3.95E-16,0.999843863,0.999951772,0.991234928,0.002274816,0.502366278,0.999396546,0.060525906,11216.63402,8.01E-75
