A	Coef.(Intercept)	Coef.DiagnosisFactorScz	Coef.BrainpH	t.(Intercept)	t.DiagnosisFactorScz	t.BrainpH	p.value.(Intercept)	p.value.DiagnosisFactorScz	p.value.BrainpH	p.value.adj.(Intercept)	p.value.adj.DiagnosisFactorScz	p.value.adj.BrainpH	F	F.p.value
5.3959141591414	7.02658887708077	-0.112489886515823	-0.248798720522357	13.7212525064072	-2.37079612830921	-3.1627714249729	1.57143883063338e-18	0.0216687339352531	0.00266412991319322	3.3720630239776e-18	0.250585297313345	0.0209096314708808	26098.5756464236	1.90954512133184e-79
6.51669318207625	5.93835504606214	-0.0061375561971893	0.0921077735158957	10.3535538129506	-0.115491569914563	1.04541811361478	5.28367664213894e-14	0.908520781930889	0.300886822016924	7.09376401194934e-14	0.967123670373318	0.487586794486542	30341.7420804108	4.5269001901251e-81
9.82662730739047	9.27639838064272	0.0125200352545921	0.0860882239625732	11.3786387371174	0.165747882010294	0.687424675058277	1.89810037214278e-15	0.869027638660028	0.495010106190253	2.85336811188074e-15	0.949509519914135	0.666388134167231	34147.8672543903	2.40345522099403e-82
5.64481369707893	5.78374056438941	-0.0283883465769874	-0.0196164172178794	12.1510065202834	-0.643687486788834	-0.268283269833197	1.6919090787503e-16	0.522736872947548	0.789591494069177	2.81552861850055e-16	0.772394178903397	0.874696907614903	33055.0974432342	5.39187548006073e-82
4.18006000612098	4.68504907686757	0.00829143141033056	-0.0806724036304193	14.6715179680961	0.280234716159221	-1.64458510784025	1.07537671470835e-19	0.780460359376465	0.106365528009874	2.75715359177349e-19	0.907747786333145	0.248307820418111	40274.9725023454	3.9833598904087e-84
7.0521385338905	7.68305180284667	-0.0513779493515123	-0.095600916275736	16.1213297334649	-1.16352410120846	-1.30586897874282	2.20775373579806e-21	0.250171532939412	0.197608142343068	7.76113982802755e-21	0.569565556932963	0.372972702625152	51464.9781117125	9.01073981588124e-87
6.72007288982482	8.60330546897771	-0.167275393610955	-0.284192747720127	8.80154267042501	-1.84695806130653	-1.89267871326647	1.03267921997147e-11	0.0707096849570321	0.0642306258908931	1.2272680999917e-11	0.349644839271794	0.178125725413338	11110.2286869473	3.09083887482729e-70
5.5222975233421	6.31157828500424	0.00253004434494659	-0.125211824416332	7.21829947181086	0.0312288918763178	-0.932207767640862	2.82090311623053e-09	0.975212048607316	0.355734907076152	3.1148139194193e-09	0.990588433556758	0.541141025870329	9375.29444849546	2.08835150615463e-68
8.11671892491754	8.43882332158329	-0.0440858354902201	-0.0473073164637234	15.1521889787006	-0.854326892982322	-0.552958130348001	2.88642137490098e-20	0.397022438479632	0.58277037630091	8.21439483252895e-20	0.689924458699034	0.734423734947064	49920.6855557706	1.92093858946267e-86
7.05736970528145	7.83236049609441	-0.0756046377057766	-0.116382767192906	10.469075054668	-1.09067560562228	-1.01268592802008	3.6080702132539e-14	0.280674282514153	0.316114130294893	4.89692363229024e-14	0.597366238484851	0.50252925259956	20914.9675597815	4.66923405533878e-77
5.33403759844192	5.57105878830487	-0.0582000462511886	-0.0326465323230569	9.30858327764865	-1.04954410798422	-0.355102194324285	1.78972267696533e-12	0.29900370314898	0.724015310226765	2.19755390265669e-12	0.613308017888482	0.832911258756815	18669.9675377899	7.83227628639413e-76
8.92923685246789	10.6745093921997	0.180335189937378	-0.291554846106112	7.2434610140592	1.32071832258077	-1.28792009347782	2.57746489942963e-09	0.192643498224717	0.203737109239781	2.84863016431171e-09	0.513464568095168	0.380565192069406	8631.60392539867	1.62278674991023e-67
6.02671829317192	5.76429767706521	0.0589358376779638	0.0366072346787381	9.29353918438381	1.02552372681204	0.384213047099778	1.88453151738751e-12	0.31008080432837	0.702459229649455	2.31077169907461e-12	0.623877471433499	0.81757570994211	22190.5965886891	1.07319919708145e-77
5.03036523569207	4.95211246460674	0.0277263231777109	0.0100630296721424	13.9964992406955	0.845770873416849	0.185151881702589	7.14486753715579e-19	0.401733473384995	0.853863285854352	1.60413901543311e-18	0.692543720058605	0.91424415397965	47510.5355594062	6.56866669175654e-86
5.68557539781903	5.67554997995164	0.036803747108684	-0.00150501599652206	9.43682543035236	0.660452402877925	-0.0162903170107327	1.15377336693919e-12	0.512012601443064	0.987067990693056	1.43114429662489e-12	0.76565633879888	0.992413475085348	21004.8641499609	4.19745445169062e-77
5.79168072805402	6.33735391951261	-0.0189517794147169	-0.0848262447210345	11.941858073906	-0.385429946404394	-1.04055403091241	3.23139175191423e-16	0.701563337454419	0.303117242911846	5.21836804978589e-16	0.869670233765194	0.48996805545881	27994.5514100283	3.34504306595817e-80
7.92751608204257	8.64172775570617	-0.0669824561981792	-0.107481668223542	10.969411194885	-0.917646310771783	-0.888152588260463	7.04873926885972e-15	0.363235029213762	0.37873613019229	1.00967492002983e-14	0.667145046011642	0.562596631383834	23799.9720067163	1.88563790549645e-78
9.60599674889619	11.253868412474	-0.065646373310302	-0.255458648381524	21.3256562506826	-1.34258820621247	-3.15131366607757	1.14494915567446e-26	0.185504454622468	0.00275256657321369	1.71047195736531e-25	0.505993318057974	0.0214144436412076	77881.7253277026	3.04760543222439e-91
6.70131319653563	7.87464056779441	-0.123760876175024	-0.175421003268035	15.0677543401799	-2.55583424284037	-2.18509253194382	3.62945872582001e-20	0.0136987766473413	0.0336233319648411	1.01424201010805e-19	0.223480277942288	0.11538863717122	38646.7604664985	1.11048804966213e-83
6.35689139463854	7.39479493800315	-0.0481624850304182	-0.160326596684148	14.9186110510573	-1.04867921727138	-2.10561168000164	5.45068734757496e-20	0.299397769545011	0.0403118289609253	1.47455208653035e-19	0.61370011170761	0.130281400702646	38658.1704350504	1.10237370606501e-83
7.62088775714132	7.30521080071867	-0.0646160416475018	0.0554240075874112	11.074629788821	-1.05722721093309	0.546971680420075	5.02021945048374e-15	0.295518743795975	0.586845380745247	7.26752120350031e-15	0.610660705225326	0.737482506729703	31372.4917982366	1.97419298981245e-81
7.78743836539916	3.49520396584071	0.0981960309547136	0.67151386158223	2.89736216198366	0.878528210738365	3.62372884268426	0.00558310299169523	0.383883964271081	0.000681840439180855	0.00565033595799594	0.681498418624784	0.00846476926987928	9799.58343215375	6.96408748292192e-69
8.08063338474306	9.24123032214268	-0.0851258686370994	-0.176651510497791	17.7571073189342	-1.76536901426632	-2.2096843073315	3.63580403759692e-23	0.0836437657699674	0.0317620922066931	1.90776952866917e-22	0.371791423307109	0.110917484104837	56665.5956875169	8.24055535049388e-88
7.05423155660376	7.33982007611297	-0.0208226010931694	-0.0434791526423031	16.1559057448531	-0.494666379435807	-0.623013445557642	2.01822001213424e-21	0.623014890777562	0.536123660561961	7.15681352453644e-21	0.827725266961637	0.699524303413729	56666.0192169373	8.23902509916181e-88
5.59471416198118	7.18900883984227	-0.112265099313689	-0.243056065394432	10.207493194105	-1.7203878403222	-2.24660642065475	8.57843737710476e-14	0.0915822078011518	0.0291384765390767	1.13478979217019e-13	0.3835709285716	0.104654584572815	14833.3148137285	2.36870416498472e-73
6.55811065981326	7.20081323563704	-0.0373580402138913	-0.0986461446987853	15.2076270100904	-0.851521285665497	-1.35622102615858	2.48449547690828e-20	0.398563438676262	0.181157345558138	7.15330137169336e-20	0.690568195563536	0.351973676242821	45087.2394902505	2.41202048035098e-85
8.40285448526319	12.0780662723214	-0.122044895693419	-0.571791242009774	13.7802147094193	-1.50282951097381	-4.24684613202346	1.32625755364946e-18	0.139209721817196	9.47785929737316e-05	2.87341733085395e-18	0.449050851200565	0.00254345391026222	21608.8398098418	2.07598602553762e-77
6.61502164665832	6.68044192134023	-0.00677888478917935	-0.00979102280185898	18.3945730010068	-0.201453255092352	-0.17550238846488	7.90354523076902e-24	0.841166273535002	0.861397848627063	4.8940630898352e-23	0.936402160704922	0.919334563086589	77976.2039799567	2.95715983080944e-91
5.82989106899547	5.80755546547643	0.0203278940333898	0.00182908638514841	11.2181848240918	0.423792367506787	0.0230003207676873	3.16680285363829e-15	0.673545480137811	0.981742096813971	4.66746881329396e-15	0.855259951213976	0.989438080267011	29806.5007953478	7.04385087409537e-81
5.450117670295	5.79246300291521	-0.0223342791069575	-0.0523407564370066	10.2044822442809	-0.424650033726901	-0.600258269291496	8.66480493726247e-14	0.672924208380405	0.551060963007534	1.14599214059176e-13	0.855109112474585	0.710958808929172	21667.0638893969	1.94178524873892e-77
7.36155740444304	7.71233049029089	-0.0250475273807439	-0.0534474644300121	11.8152769897916	-0.414147127721458	-0.533035131547256	4.79353090956211e-16	0.68054796732586	0.596384380130865	7.6152071750352e-16	0.858228392536045	0.744430504559424	29894.2623710865	6.54774961301055e-81
4.5535306474668	4.17524609342838	0.0226262564275338	0.0580079524265243	13.3226755559834	0.779208347099283	1.20494537887915	5.0030852983196e-18	0.43955092284174	0.233929564126239	1.00231616272498e-17	0.717244500775962	0.41595269871484	49619.2239023251	2.23292519564223e-86
7.09939094781294	8.70212821216293	-0.0652692200029928	-0.248342360158603	16.9773546757793	-1.37430929790021	-3.15402985051751	2.48563006607196e-22	0.1755103482259	0.00273135528892541	1.06821416686283e-21	0.493293742288649	0.0213192663944296	45091.4961854635	2.40636953575478e-85
8.16717461429114	8.55489076891477	-0.0352306596428597	-0.0584424512793904	21.2894219027267	-0.946240849557522	-0.946778254442662	1.23579257231791e-26	0.348602859742513	0.348331607500689	1.82077386342767e-25	0.656419809661309	0.534090498115658	97090.0222695576	1.27300254945691e-93
5.31811410060984	5.36929741785101	-0.0339865206690182	-0.00524994507893727	9.55741611724025	-0.652921933905691	-0.0608342621716921	7.64800330652843e-13	0.516815059384931	0.95173513175087	9.58146883785802e-13	0.768878643750205	0.973325397396778	21061.8141475768	3.92448331122995e-77
7.1487102153459	7.6283144621234	0.000944407263147861	-0.0760347856526812	11.1129042258383	0.0148487474340205	-0.721077195405081	4.4387450909076e-15	0.988212285533022	0.47423978169132	6.45687386897322e-15	0.995216492327889	0.648301296246559	25491.0861843352	3.42761397663897e-79
6.93066201276684	7.70151518368612	-0.089013647775664	-0.114600680455324	11.6677898167969	-1.455460883506	-1.13023842646613	7.60922415649229e-16	0.151828299907358	0.263799819001498	1.18486904859997e-15	0.464306310378565	0.448457496349671	25912.9724332703	2.27992082411055e-79
5.92398048685432	6.51265365756044	-0.0166872511930865	-0.0918264926747894	17.0118231805553	-0.470445369761518	-1.56146165906288	2.28011201741086e-22	0.640094521494434	0.124759352099266	9.8946977517137e-22	0.837031372784016	0.275471455137983	56279.5256793526	9.76629004594e-88
4.59510075008012	4.46289663044896	0.0116952121444467	0.0199545130774756	9.78872317871267	0.276852749688983	0.284918602189264	3.49156005751996e-13	0.783041145000134	0.776890194376295	4.45320006836576e-13	0.908904527861358	0.867259842000257	23874.7893580569	1.74422456361235e-78
8.14910241659033	8.22288139042195	-0.0478153063652869	-0.0076663598973879	25.384836161471	-1.59312113657054	-0.154067130282325	4.06070238497139e-30	0.117472559536815	0.8781805999299	2.29526285700339e-28	0.420354512626318	0.930245563139604	148748.980854475	3.16493135252223e-98
6.4545706525899	7.34809246300548	-0.000522432536231308	-0.141464077131291	14.2473363458318	-0.0109325330479677	-1.78556509017334	3.5121486852194e-19	0.991321032923244	0.0802708529467071	8.26992971861531e-19	0.996101069393745	0.205915256736296	36813.0706630065	3.71530011524018e-83
7.3684888078761	6.01448794554088	0.0511059240148359	0.210139910245767	13.5661901554292	1.24411923416463	3.08559011784785	2.46000089272157e-18	0.219290256231888	0.00331558566117861	5.13419910384874e-18	0.541255210631813	0.0242161876254002	64927.3981639359	2.80042379010972e-89
7.2893034644215	7.04531331585027	-0.0659544940013757	0.0441833682095206	16.6326953489747	-1.68049889834716	0.67903411271767	5.93216806000663e-22	0.0991345855757085	0.500265738700852	2.35099429694266e-21	0.394206972836306	0.670802531523564	69605.1840909534	4.97111856006622e-90
5.39174233112702	5.84369115469058	-0.06845088864827	-0.0658234300250779	12.3296463295248	-1.55874105033111	-0.904095535776158	9.77904408468792e-17	0.125402121996482	0.370305500541686	1.66547942871734e-16	0.432668041123866	0.554670597921542	30417.7424989549	4.25414029199945e-81
4.9636036404468	5.62684807979651	-0.048760370338401	-0.100941202001736	9.8202898735521	-0.918454467901222	-1.14682734771531	3.13873232306335e-13	0.36281611995436	0.256943124793839	4.01171557776942e-13	0.666915463700085	0.441134299667068	17638.2071670634	3.21340250161524e-75
6.21559047582655	7.4159871013695	-0.0925077627943984	-0.182334301289432	12.3476055371246	-1.6623538639505	-1.97629881085514	9.25678618746038e-17	0.102735790223389	0.053683258070211	1.57995894291948e-16	0.400137402348585	0.158084215936697	25173.7283527121	4.67878195435992e-79
6.54942030822779	6.69853492649689	-0.0121812841594611	-0.0225917999581117	11.2346960406884	-0.220498730353512	-0.246662305095686	3.00385759429482e-15	0.826385877518899	0.806185381759427	4.43432802202454e-15	0.928655279298463	0.885061706606333	28359.5614568705	2.42466296166339e-80
6.15981811781706	6.66130063075811	-0.0907699899398579	-0.071792577232305	11.5290404658407	-1.695539589406	-0.808880050427867	1.17827767353448e-15	0.0962287564643231	0.422438775553061	1.80367188733386e-15	0.389877721616121	0.603543072222234	26714.6995230083	1.06960452560797e-79
7.72627370798768	9.4802129431218	-0.0978817482542242	-0.269547825038663	16.3942697813899	-1.82686821881183	-3.0344519714334	1.0908927956259e-21	0.0737266875014365	0.00382659260923449	4.08924608521884e-21	0.355272867426696	0.0266076521163728	41961.4384453055	1.43759635553938e-84
7.05156505936175	8.02643575783168	-0.120330620999868	-0.144279470197253	9.29170709740876	-1.50342044901496	-1.08729594169786	1.89641846375879e-12	0.139057719617032	0.282150060570994	2.32506801145956e-12	0.448702283144102	0.468270502802181	15662.7693203353	6.13520802768381e-74
9.81228085640096	10.6305374743033	-0.0810423572234778	-0.122777870036859	16.213159378754	-1.33400055952786	-1.21899794976738	1.73998230444224e-21	0.188283336115875	0.228598061536138	6.24607463900853e-21	0.508373474646717	0.409616413474761	52638.1894265647	5.1467157298871e-87
7.67597627285296	6.75233370724055	-0.010539409865425	0.147163899067579	12.5369296699168	-0.211195715851668	1.77872590076763	5.20329359920541e-17	0.833597992925418	0.0814000799076649	9.15496354639207e-17	0.932868783417284	0.207716160424132	47740.7152431205	5.82539289366297e-86
5.11350759523615	5.68025385576179	-0.0770178038084213	-0.0832841107522228	8.14949335864191	-1.19257448498011	-0.777849306988863	1.01914465968919e-10	0.238697707705502	0.440344406737695	1.16893974951826e-10	0.560514259345121	0.618821461216434	12650.5780848854	1.23186826472549e-71
7.5977680737326	7.61875309473686	0.00720005799360187	-0.003928466506278	13.9939988816655	0.142733346412931	-0.0469733399909771	7.19590472123394e-19	0.887077760010161	0.962722686091388	1.61471010017624e-18	0.95809953362704	0.978729723982393	45773.9624281433	1.65680751428146e-85
4.58700451424815	4.39466494951137	-0.00825521778037906	0.0311547328196256	10.9938619584978	-0.222886909532574	0.507363232733767	6.51338347108474e-15	0.824536858945819	0.614143616520652	9.35154086378603e-15	0.928160717307437	0.756663849508345	30948.5904499617	2.76794084287868e-81
4.20760355844092	4.3950828721801	-0.0157702230851794	-0.0283660652004036	20.4017787495611	-0.790078638757786	-0.857177007034089	8.29374055077497e-26	0.433234740148969	0.395460790312835	9.24534768165537e-25	0.713279576211081	0.578142012022136	89660.9592380843	9.20324385093454e-93
