,b,se,pval,BH_adjPval,EntrezGeneID,GeneSymbol
2999,0.057615977,0.03818575,0.131341084,0.544692555,2803,GOLGA4
765,-0.055002508,0.036494535,0.13177383,0.545948035,11078,TRIOBP
4462,-0.082413639,0.054688058,0.131816579,0.545948035,4926,NUMA1
4143,-0.060387788,0.040074449,0.131838844,0.545948035,4324,MMP15
3822,-0.065537989,0.043541139,0.132273449,0.547477783,3887,KRT81
5340,0.075222662,0.049984816,0.132347156,0.547513012,5707,PSMD1
6679,-0.033709158,0.022411452,0.132554553,0.547941096,7518,XRCC4
5751,0.605715088,0.402735847,0.132581127,0.547941096,6279,S100A8
3394,-0.065053609,0.043272307,0.132747699,0.548083253,3265,HRAS
4066,-0.050729888,0.033757882,0.13290176,0.548083253,4209,MEF2D
6685,0.075566698,0.050285667,0.132903979,0.548083253,753,LDLRAD4
6376,-0.06525562,0.043428369,0.132941314,0.548083253,7051,TGM1
5042,0.084871742,0.056483202,0.132941842,0.548083253,5494,PPM1A
7550,0.070399066,0.046865158,0.133055239,0.548260948,8927,BSN
3427,0.123560042,0.082267579,0.133115512,0.548260948,3312,HSPA8
1495,-0.162742092,0.10840089,0.133278377,0.548369838,1842,ECM2
5207,0.05983902,0.039861589,0.133311612,0.548369838,5594,MAPK1
1522,-0.072027221,0.047983966,0.133337843,0.548369838,1891,ECH1
6793,-0.057954054,0.038622223,0.133475495,0.548543407,779,CACNA1S
5525,0.071440829,0.047614505,0.133510684,0.548543407,5867,RAB4A
7231,0.107588096,0.071727732,0.133627047,0.548563611,84981,MIR22HG
4956,0.05485571,0.03657347,0.133646243,0.548563611,54386,TERF2IP
2114,0.059516734,0.039694034,0.133773162,0.548816325,23178,PASK
4508,-0.050989835,0.034020579,0.133927117,0.548832038,5017,OVOL1
1433,-0.057058459,0.038072461,0.13395651,0.548832038,1762,DMWD
1508,-0.075325294,0.050267378,0.134005316,0.548832038,1857,DVL3
7030,-0.065545423,0.043744626,0.134038403,0.548832038,8218,CLTCL1
761,0.074660663,0.049874586,0.134401569,0.549815864,11073,TOPBP1
4629,0.081490195,0.054446676,0.134472031,0.549815864,5126,PCSK2
1880,0.095783529,0.064005978,0.134529173,0.549815864,22873,DZIP1
583,-0.061236116,0.040921357,0.134540557,0.549815864,10788,IQGAP2
4315,0.081528449,0.054506728,0.134718763,0.550184808,4711,NDUFB5
791,0.091249769,0.061018963,0.134801481,0.550184808,11130,ZWINT
762,-0.053742861,0.03594038,0.13482738,0.550184808,11074,TRIM31
6374,0.056566213,0.037836708,0.134912138,0.5502633,705,BYSL
7187,-0.040753214,0.027278593,0.135185243,0.550856089,8462,KLF11
6303,-0.110370492,0.073878299,0.135188664,0.550856089,6927,HNF1A
6217,0.076797092,0.051432799,0.135396869,0.55134777,6812,STXBP1
2108,0.042386592,0.028397226,0.135533686,0.55134777,23172,ABRAXAS2
7976,0.074683743,0.050036502,0.135545795,0.55134777,9520,NPEPPS
7104,-0.151030559,0.101207796,0.135625266,0.55134777,83700,JAM3
5499,-0.050067184,0.033551813,0.135637592,0.55134777,5833,PCYT2
4272,-0.070267763,0.047104428,0.135766186,0.551533478,4653,MYOC
6975,0.057727,0.038712904,0.135920402,0.551533478,8120,AP3B2
4383,-0.090089202,0.060438137,0.136066043,0.551533478,4811,NID1
7089,-0.045026282,0.030207653,0.136077383,0.551533478,8347,H2BC4
1036,0.106824838,0.071671143,0.136096483,0.551533478,1272,CNTN1
1024,-0.044728941,0.030013834,0.136151285,0.551533478,126208,ZNF787
4331,-0.099186202,0.066562898,0.136194679,0.551533478,4735,SEPTIN2
3245,0.119306587,0.080081959,0.13627524,0.551533478,3052,HCCS
567,0.05629504,0.037792627,0.136335406,0.551533478,10762,NUP50
1584,-0.057677923,0.038721456,0.136340022,0.551533478,199731,CADM4
2411,0.048413952,0.032525358,0.136619441,0.55239772,23633,KPNA6
4318,0.052940636,0.035606997,0.137066508,0.553838545,4714,NDUFB8
8090,0.067338766,0.045295689,0.137107685,0.553838545,9678,PHF14
7176,0.058799826,0.039561787,0.137205521,0.553967289,8453,CUL2
7269,0.059454286,0.040040624,0.137583789,0.554352266,8540,AGPS
6754,0.059451837,0.040042185,0.137615335,0.554352266,7707,ZNF148
7999,0.076739371,0.051687611,0.137629591,0.554352266,9551,ATP5MF
2083,-0.039445196,0.026580749,0.137815262,0.554352266,23144,ZC3H3
1779,0.072709414,0.048997181,0.137821927,0.554352266,221443,OARD1
2890,0.056662185,0.038189654,0.13788717,0.554352266,27241,BBS9
2738,-0.05343746,0.03602296,0.137960785,0.554352266,26226,FBXW4P1
453,0.085577993,0.057690808,0.137970707,0.554352266,10575,CCT4
8205,0.059127335,0.0398654,0.138028124,0.554352266,9805,SCRN1
4042,0.058432352,0.039405499,0.138114888,0.554352266,4171,MCM2
640,0.065620974,0.044268672,0.138251352,0.554352266,10904,BLCAP
3167,-0.063563,0.042883613,0.138281445,0.554352266,29775,CARD10
3808,-0.075480073,0.05092861,0.138320065,0.554352266,387,RHOA
2342,0.06547251,0.044177995,0.138335945,0.554352266,23484,LEPROTL1
2976,-0.045018127,0.030387922,0.138487224,0.554352266,2775,GNAO1
7247,0.076173503,0.051420985,0.138508009,0.554352266,8518,ELP1
5529,-0.072202395,0.048744453,0.138541753,0.554352266,5871,MAP4K2
4836,-0.06547385,0.044204916,0.138568178,0.554352266,5293,PIK3CD
1531,-0.075832371,0.051201657,0.138592436,0.554352266,1908,EDN3
8254,-0.159899259,0.107971055,0.138621072,0.554352266,9865,TRIL
2018,0.041318929,0.027913724,0.138809994,0.554584464,23062,GGA2
2685,0.176608456,0.119311295,0.13881121,0.554584464,26059,ERC2
2144,0.050563147,0.034164689,0.138877874,0.554586964,23212,RRS1
185,-0.089757973,0.060707022,0.139262359,0.55529036,10221,TRIB1
7467,0.063361191,0.042855518,0.139278317,0.55529036,8814,CDKL1
1412,-0.056912709,0.038497652,0.139316171,0.55529036,1735,DIO3
7286,-0.03448197,0.023324891,0.139318503,0.55529036,8556,CDC14A
2196,0.066293298,0.044851581,0.139391896,0.555319326,2327,FMO2
7077,-0.063726373,0.043138648,0.139609849,0.555720398,8326,FZD9
5566,0.060747387,0.041123632,0.139624915,0.555720398,5913,RAPSN
421,-0.071868084,0.048663418,0.139718524,0.555829544,105374258,LOC105374258
3509,0.057274935,0.038798575,0.139886898,0.556032983,3460,IFNGR2
2744,-0.065028636,0.044058911,0.13995801,0.556032983,26239,LCE2B
5092,0.06756082,0.045783408,0.140034739,0.556032983,5530,PPP3CA
7973,-0.060780384,0.041189894,0.14004755,0.556032983,9518,GDF15
4187,-0.054911683,0.037217761,0.140100713,0.556032983,444,ASPH
5892,-0.040516476,0.027470825,0.140241819,0.556145983,6444,SGCD
3837,-0.076823717,0.052090323,0.140261633,0.556145983,390354,RPL18AP3
690,0.046182368,0.031326832,0.140424723,0.556529883,10978,CLP1
2145,-0.079176857,0.053739236,0.140655916,0.556844396,23213,SULF1
5,0.070970518,0.04817224,0.140679357,0.556844396,10001,MED6
2714,-0.076249785,0.051758699,0.140703002,0.556844396,2615,LRRC32
2896,0.060318762,0.040961842,0.140869772,0.556946709,27252,KLHL20
7711,-0.053421423,0.036281804,0.140912181,0.556946709,9146,HGS
8377,0.105771975,0.071849932,0.140987525,0.556946709,AFFX-HUMISGF3A/M97935_3,NA
7696,-0.158995514,0.108007703,0.141000439,0.556946709,91304,TMEM259
4876,-0.064778388,0.044026369,0.141195323,0.556946709,5335,PLCG1
1371,0.067205987,0.045680029,0.141227989,0.556946709,1662,DDX10
2190,0.104939463,0.071328206,0.141231706,0.556946709,23262,PPIP5K2
6706,0.075499556,0.051337709,0.141387086,0.556946709,7555,CNBP
4248,-0.05995676,0.040782098,0.141514768,0.556946709,4621,MYH3
855,0.069591798,0.04735112,0.141643842,0.556946709,11235,PDCD10
3166,0.06171264,0.041996923,0.141709088,0.556946709,2977,GUCY1A2
4346,0.135524631,0.09223155,0.141725529,0.556946709,4760,NEUROD1
2596,0.056046114,0.038142505,0.141727753,0.556946709,2589,GALNT1
7318,-0.040955313,0.027875869,0.141777705,0.556946709,861,RUNX1
282,-0.047103465,0.032061146,0.141785069,0.556946709,10333,TLR6
6235,-0.07233104,0.049232992,0.141789958,0.556946709,6840,SVIL
2137,-0.167031808,0.113731442,0.141927444,0.557181576,23205,ACSBG1
4733,0.052889741,0.036017431,0.141982445,0.557181576,51706,CYB5R1
607,0.06936014,0.047252774,0.14214408,0.557555341,10845,CLPX
5385,0.065305804,0.044505866,0.142280126,0.55782688,57228,SMAGP
455,-0.114200822,0.07784328,0.142359522,0.55782688,10577,NPC2
3788,0.067126864,0.045762105,0.142412578,0.55782688,384,ARG2
5276,-0.321707517,0.219526706,0.14279557,0.558893764,5653,KLK6
1829,0.075288313,0.051384072,0.142864393,0.558893764,2271,FH
3479,0.045298957,0.030927125,0.143002814,0.558893764,3416,IDE
1660,-0.050799953,0.034705017,0.143258451,0.558893764,2064,ERBB2
1937,0.064511798,0.044073452,0.143266721,0.558893764,22948,CCT5
1858,0.14401912,0.098398737,0.143295691,0.558893764,22843,PPM1E
8002,0.062470328,0.042687981,0.143353241,0.558893764,9555,MACROH2A1
1352,0.078706955,0.053785955,0.143375302,0.558893764,1641,DCX
6731,0.052043353,0.035568195,0.14341289,0.558893764,7637,ZNF84
2136,0.162237144,0.110878404,0.143412997,0.558893764,23204,ARL6IP1
3843,-0.044011996,0.030079602,0.143417011,0.558893764,3909,LAMA3
7205,0.077442552,0.05294245,0.143530715,0.559077432,8480,RAE1
293,0.050239528,0.034359692,0.143696082,0.559295503,10371,SEMA3A
7546,-0.053827585,0.036815815,0.143719897,0.559295503,8914,TIMELESS
1244,-0.138374594,0.094735546,0.144114072,0.560569696,1512,CTSH
7959,0.044398638,0.030442062,0.14471281,0.562397584,9497,SLC4A7
3060,-0.047058656,0.032266323,0.14471793,0.562397584,285755,PPIL6
6749,0.058571081,0.040172879,0.144847242,0.56263975,7702,ZNF143
2094,-0.144631872,0.099255922,0.145071904,0.563251896,2316,FLNA
2290,-0.042311797,0.029050003,0.145249998,0.563682756,23386,NUDCD3
1351,0.059898173,0.041152033,0.145521553,0.563830825,164,AP1G1
869,-0.060186096,0.041373316,0.145750105,0.563830825,11257,TP53TG1
5620,-0.056400332,0.038773473,0.145776904,0.563830825,5986,RFNG
6205,0.031906994,0.021939392,0.145856372,0.563830825,6789,STK4
5884,-0.050724052,0.034879181,0.145869039,0.563830825,6439,SFTPB
4898,0.167642807,0.115283918,0.145898237,0.563830825,5359,PLSCR1
2987,-0.058094604,0.039950914,0.145904846,0.563830825,2788,GNG7
5797,-0.051113888,0.035150369,0.145904894,0.563830825,6344,SCTR
6659,-0.080778477,0.055550936,0.145909299,0.563830825,7479,WNT8B
2436,-0.037424214,0.025744276,0.146032089,0.563830825,23759,PPIL2
3668,-0.066174174,0.04552819,0.146091372,0.563830825,3693,ITGB5
4250,0.063219329,0.043495503,0.146093817,0.563830825,4625,MYH7
7664,0.15474221,0.106495978,0.146214489,0.564037334,9097,USP14
6245,-0.164533471,0.113280712,0.146379216,0.564413526,6856,SYPL1
7621,0.073030441,0.050308581,0.146599009,0.564927456,9039,UBA3
6884,-0.083677269,0.057651057,0.14665632,0.564927456,7975,MAFK
3137,0.054250816,0.037382505,0.146714311,0.564927456,293,SLC25A6
823,-0.050922677,0.035111074,0.146966253,0.565638219,11181,TREH
7612,0.057850131,0.039896718,0.147059291,0.565646623,9028,RHBDL1
2309,-0.054241592,0.037412123,0.147103146,0.565646623,23428,SLC7A8
4326,0.062786689,0.043323231,0.147264572,0.566008183,4726,NDUFS6
3180,-0.058957924,0.040691367,0.147364119,0.566131688,2987,GUK1
7535,0.060019502,0.04144091,0.1475289,0.566152832,890,CCNA2
7377,-0.07093491,0.048985227,0.147592493,0.566152832,8685,MARCO
4043,-0.052738254,0.036420355,0.147604921,0.566152832,4172,MCM3
6377,-0.084363242,0.058268908,0.147665712,0.566152832,7052,TGM2
8286,0.066443994,0.04590488,0.147777175,0.566152832,990,CDC6
2401,-0.059806256,0.041322123,0.147807855,0.566152832,23604,DAPK2
1565,-0.040989985,0.028323692,0.147841529,0.566152832,196740,VSTM4
391,0.047070872,0.032538865,0.148007694,0.566530817,10499,NCOA2
774,-0.02993261,0.020696229,0.148097773,0.566617355,11099,PTPN21
1175,0.070823441,0.048985832,0.148234878,0.566648881,1434,CSE1L
5320,-0.071759406,0.049633947,0.148240961,0.566648881,5697,PYY
571,-0.097254179,0.067343378,0.148695783,0.568128839,10768,AHCYL1
5061,-0.061805503,0.042820982,0.148922964,0.568738088,5509,PPP1R3D
5471,-0.056431924,0.039113016,0.149079232,0.569076088,5794,PTPRH
3474,-0.121510867,0.084237868,0.149168926,0.569159764,3399,ID3
411,-0.050305227,0.03490676,0.149547578,0.570135331,10529,NEBL
3963,-0.065485353,0.045441669,0.149560387,0.570135331,4066,LYL1
7152,0.13253104,0.091988487,0.14965954,0.570254453,84302,PGAP4
2878,0.049853568,0.034610878,0.149753786,0.570314819,2717,GLA
2891,0.120735957,0.083835343,0.149823323,0.570314819,27242,TNFRSF21
2962,-0.036135704,0.02509496,0.149879115,0.570314819,2747,GLUD2
1656,-0.095148885,0.066100315,0.150019698,0.570348783,2059,EPS8
3920,0.042461214,0.029505487,0.150123454,0.570348783,4012,LNPEP
4672,0.107696557,0.074836501,0.150124659,0.570348783,51454,GULP1
7516,0.062667079,0.043556812,0.15022322,0.570348783,8880,FUBP1
2115,0.071558935,0.049747259,0.15030647,0.570348783,23179,RGL1
5411,0.102178741,0.071041564,0.150350315,0.570348783,5746,PTH2R
7761,0.257778136,0.179251097,0.150410221,0.570348783,9208,LRRFIP1
1062,-0.236559467,0.164506884,0.150436524,0.570348783,1299,COL9A3
5541,0.077927048,0.054199933,0.150499274,0.570348783,5885,RAD21
6291,-0.055248483,0.038438572,0.150627425,0.570576959,6906,SERPINA7
6463,-0.115613636,0.080482757,0.150859567,0.571198666,7159,TP53BP2
5464,-0.063080418,0.0439363,0.151080775,0.571606142,5787,PTPRB
7879,0.076483767,0.053274838,0.151103314,0.571606142,9377,COX5A
8015,-0.053706562,0.037419088,0.151209651,0.571621206,9576,SPAG6
6770,0.084483008,0.058866889,0.151243429,0.571621206,7743,ZNF189
7643,0.032144534,0.022403482,0.151343866,0.571672474,9063,PIAS2
5100,0.153403322,0.106933027,0.151408578,0.571672474,5534,PPP3R1
1203,-0.129933483,0.090584814,0.151462476,0.571672474,146691,TOM1L2
6256,-0.071774139,0.050046444,0.151529284,0.571672474,6870,TACR3
7256,-0.062167382,0.043373473,0.151770915,0.572297429,8528,DDO
1654,-0.056324345,0.039303277,0.151837848,0.572297429,2057,EPOR
6050,0.06655975,0.046452548,0.151899377,0.572297429,6597,SMARCA4
6927,-0.053126932,0.037093989,0.152079489,0.572509709,80301,PLEKHO2
4495,-0.056620579,0.039534517,0.152092065,0.572509709,4990,SIX6
780,0.038769265,0.027075456,0.152173295,0.572558838,11116,FGFR1OP
6926,0.146083964,0.102048492,0.152282622,0.572643832,8030,CCDC6
4786,-0.075716264,0.052919752,0.152494679,0.572643832,5228,PGF
935,0.071565517,0.050023852,0.15253689,0.572643832,114876,OSBPL1A
4571,0.048422731,0.033847475,0.152540371,0.572643832,5087,PBX1
6942,-0.042775157,0.029906088,0.152626337,0.572643832,8045,RASSF7
2613,0.048225234,0.033719153,0.152658762,0.572643832,25920,NELFB
269,0.047306185,0.033077716,0.152673201,0.572643832,10318,TNIP1
6695,-0.068087072,0.047618737,0.15276356,0.572726956,7542,ZFPL1
6104,-0.053957494,0.037759049,0.153005655,0.572957794,6656,SOX1
4117,-0.063583434,0.044495533,0.153008641,0.572957794,4294,MAP3K10
902,-0.043039989,0.030122822,0.153056943,0.572957794,11333,PDAP1
4013,-0.08758265,0.061303465,0.153098034,0.572957794,4134,MAP4
8109,0.054282046,0.038009154,0.153254198,0.573286751,9698,PUM1
4798,0.065889456,0.046161733,0.153475878,0.573476682,5250,SLC25A3
4990,-0.033666251,0.023587438,0.153494648,0.573476682,54535,CCHCR1
641,0.034628215,0.02426231,0.153509833,0.573476682,10905,MAN1A2
2184,0.115724697,0.081124355,0.153721206,0.574010979,23255,MTCL1
1955,-0.070889088,0.049730955,0.154026596,0.574895714,22989,MYH15
5569,-0.066644613,0.046764178,0.154122226,0.574997091,5916,RARG
5932,0.078132939,0.054836154,0.154202435,0.575018838,64848,YTHDC2
8194,0.058546287,0.041095866,0.154264997,0.575018838,9790,BMS1
145,0.059434441,0.041758374,0.154650956,0.576201741,10178,TENM1
7874,0.188675249,0.132598768,0.154764136,0.576367723,9371,KIF3B
4927,-0.050434348,0.035457296,0.154911058,0.576659161,5406,PNLIP
2474,-0.095528054,0.067176356,0.155012095,0.576661244,2495,FTH1
811,-0.035728221,0.025126713,0.155048951,0.576661244,11161,ERG28
5033,-0.060027571,0.042229496,0.155182854,0.576712806,54838,WBP1L
1399,0.053355178,0.037545697,0.155295527,0.576712806,1716,DGUOK
6600,-0.060724757,0.042736213,0.155339897,0.576712806,7379,UPK2
8104,0.163278312,0.114926502,0.155398348,0.576712806,9693,RAPGEF2
3332,-0.048939922,0.034452499,0.155460922,0.576712806,3172,HNF4A
642,-0.036698639,0.025835808,0.15547485,0.576712806,10906,TRAFD1
4748,0.158732094,0.111805874,0.155691664,0.577262074,5178,PEG3
6385,-0.075422214,0.053154182,0.155918603,0.577848378,7060,THBS4
428,-0.061499578,0.043354981,0.156041219,0.578030048,10544,PROCR
5403,0.06000859,0.042314778,0.156147757,0.578030048,57403,RAB22A
4899,-0.257835069,0.181868873,0.156279064,0.578030048,5360,PLTP
49,0.103483275,0.073010736,0.156374586,0.578030048,10048,RANBP9
733,0.051603563,0.036409002,0.156386526,0.578030048,11040,PIM2
5483,0.090028459,0.063525297,0.156422587,0.578030048,5805,PTS
7889,-0.079246094,0.055920739,0.156449428,0.578030048,9398,CD101
5104,0.085842494,0.060600384,0.156619269,0.578403087,55361,PI4K2A
3936,-0.061081426,0.043152253,0.156925938,0.579280893,4037,LRP3
666,0.104416947,0.073798845,0.157101948,0.579675817,10947,AP3M2
6672,-0.053937403,0.038182696,0.157769314,0.580242073,7508,XPC
5231,-0.064904285,0.045948832,0.157792807,0.580242073,5609,MAP2K7
2334,-0.050379233,0.03567679,0.157920202,0.580242073,23475,QPRT
7253,-0.061208337,0.043345821,0.157922538,0.580242073,8525,DGKZ
2822,-0.056406863,0.03995065,0.157975417,0.580242073,2696,GIPR
424,0.069258408,0.049053238,0.157978557,0.580242073,1054,CEBPG
7413,-0.082320854,0.058318019,0.158072126,0.580242073,8736,MYOM1
2574,-0.072493302,0.051365268,0.158147574,0.580242073,2584,GALK1
3116,-0.058939762,0.04176661,0.158194663,0.580242073,2906,GRIN2D
2383,-0.093606053,0.066351893,0.158317811,0.580242073,23547,LILRA4
3099,-0.144794173,0.102644362,0.158350989,0.580242073,28951,TRIB2
3179,-0.059175194,0.041950726,0.15836611,0.580242073,2986,GUCY2F
190,0.049734044,0.035261272,0.158408675,0.580242073,10228,STX6
8039,0.056096252,0.039784265,0.158536429,0.580242073,9609,RAB36
3005,-0.053070369,0.037642322,0.158581304,0.580242073,2813,GP2
2946,-0.074175011,0.05261297,0.158591754,0.580242073,27350,APOBEC3C
1151,-0.048079364,0.034110368,0.158680435,0.580242073,1404,HAPLN1
3715,0.056327855,0.039962699,0.158684188,0.580242073,375035,SFT2D2
4833,0.075325403,0.053441144,0.15868676,0.580242073,5290,PIK3CA
1144,-0.081413416,0.057760731,0.158689083,0.580242073,1397,CRIP2
2177,-0.050436298,0.035784745,0.158706364,0.580242073,23247,KIAA0556
5085,-0.052717264,0.03742955,0.159000908,0.58106598,5525,PPP2R5A
6536,0.187560773,0.133235035,0.159206994,0.581248176,7290,HIRA
2399,0.053430427,0.037967377,0.159346744,0.581248176,23595,ORC3
1524,0.062262085,0.044243193,0.159347564,0.581248176,1893,ECM1
5348,0.067544393,0.047999889,0.159374584,0.581248176,57119,EPPIN
7447,0.072570875,0.051589353,0.159515604,0.581248176,8790,FPGT
558,-0.042550429,0.030251823,0.159563543,0.581248176,10747,MASP2
2640,0.147380635,0.10479194,0.159601837,0.581248176,25977,NECAP1
6187,-0.060656624,0.043130696,0.159621802,0.581248176,6769,STAC
3264,-0.044140638,0.03139152,0.159684768,0.581248176,3077,HFE
1793,0.087666305,0.062354371,0.15974289,0.581248176,2224,FDPS
4442,0.059762085,0.042521327,0.159884107,0.581465371,4900,NRGN
7308,-0.108440078,0.077166731,0.159941058,0.581465371,86,ACTL6A
3079,-0.0906554,0.064533913,0.160089248,0.581752275,2872,MKNK2
5669,-0.103986476,0.07407248,0.160364223,0.582292506,6050,RNH1
5410,-0.156898391,0.111805679,0.16052345,0.582292506,5745,PTH1R
2632,-0.046324101,0.033012591,0.160549687,0.582292506,25961,NUDT13
1506,0.169414559,0.120737592,0.160568146,0.582292506,1854,DUT
1974,0.05613216,0.040015617,0.160689513,0.582292506,23014,FBXO21
1497,-0.065222249,0.046499366,0.160721787,0.582292506,1844,DUSP2
2250,0.055897756,0.039851729,0.160723271,0.582292506,23338,JADE2
838,-0.056793561,0.040504097,0.160864997,0.582554656,11202,KLK8
7490,0.043437015,0.030993506,0.161068304,0.583039489,8846,ALKBH1
496,0.121673858,0.086848518,0.161217226,0.583111083,10632,ATP5MG
8078,0.055028517,0.039279235,0.161226951,0.583111083,9663,LPIN2
5632,-0.049299616,0.035201539,0.161364826,0.583287157,5998,RGS3
2021,0.061168369,0.043681398,0.161414546,0.583287157,23066,CAND2
6993,-0.049341085,0.03525336,0.161629041,0.583735438,81576,CCDC130
6253,-0.068063346,0.048635729,0.161677617,0.583735438,6868,ADAM17
4343,-0.078956142,0.056451373,0.161915688,0.584096106,4756,NEO1
5941,-0.053917871,0.038554134,0.161963633,0.584096106,64939,SMNP
8113,-0.052711185,0.037693313,0.161986167,0.584096106,9700,ESPL1
7536,0.075380669,0.053913974,0.162063314,0.584099858,8900,CCNA1
4558,-0.047959945,0.034314951,0.162221229,0.584099858,5079,PAX5
4747,-0.03558023,0.025457816,0.162228658,0.584099858,51778,MYOZ2
6686,-0.088905385,0.063622346,0.162295591,0.584099858,7531,YWHAE
2058,0.13605379,0.097371749,0.162334969,0.584099858,23116,TOGARAM1
1119,-0.059605821,0.042670174,0.162444664,0.584244235,1368,CPM
6739,0.092166437,0.066009055,0.162633322,0.584416533,7690,ZNF131
4076,-0.070885925,0.050775466,0.162694487,0.584416533,4222,MEOX1
3476,-0.143995869,0.103145938,0.162702411,0.584416533,3400,ID4
1931,-0.040270002,0.02885586,0.162847896,0.584416533,22937,SCAP
993,-0.061735844,0.044247965,0.162948156,0.584416533,1208,CLPS
4635,-0.044210425,0.031691235,0.16300488,0.584416533,5130,PCYT1A
2249,0.069231782,0.049627998,0.163011439,0.584416533,23336,SYNM
1736,-0.074317573,0.053278482,0.16304929,0.584416533,217,ALDH2
904,0.078995659,0.056653912,0.163210463,0.584632402,11335,CBX3
6211,-0.048569991,0.034836475,0.163248748,0.584632402,680,BRS3
3635,-0.059781248,0.0429418,0.16387824,0.586636599,3659,IRF1
4285,0.060676809,0.043595911,0.16398283,0.586693829,4670,HNRNPM
7560,-0.097802453,0.070278977,0.16403395,0.586693829,8939,FUBP3
4460,-0.054527801,0.039197216,0.164190828,0.586752484,4924,NUCB1
2456,0.076182677,0.054820607,0.164628421,0.586752484,24145,PANX1
6372,-0.071823509,0.051692033,0.164695877,0.586752484,7048,TGFBR2
1612,-0.062451569,0.044956657,0.164786948,0.586752484,2016,EMX1
4869,-0.042864772,0.030860428,0.164836325,0.586752484,5330,PLCB2
5712,-0.062362664,0.044903844,0.164892185,0.586752484,6195,RPS6KA1
234,-0.207195921,0.149193446,0.164901603,0.586752484,10278,EFS
5187,0.124817674,0.089894559,0.164987962,0.586752484,5584,PRKCI
5409,0.050548797,0.036407427,0.165009209,0.586752484,5744,PTHLH
5962,-0.173790626,0.125177227,0.165028492,0.586752484,6506,SLC1A2
7303,-0.04880819,0.035171001,0.165216364,0.586752484,8576,STK16
4952,-0.043177526,0.031118395,0.165281984,0.586752484,54361,WNT4
1747,0.056065604,0.040422436,0.165444134,0.586752484,2189,FANCG
6013,-0.065103354,0.046946988,0.165520491,0.586752484,6550,SLC9A3
6746,-0.10812809,0.077973051,0.16552207,0.586752484,770,CA11
5767,0.07990304,0.057620099,0.165526651,0.586752484,6301,SARS1
6399,-0.13380929,0.096511202,0.16560532,0.586752484,7078,TIMP3
2543,0.040569644,0.029268093,0.165704468,0.586752484,25782,RAB3GAP2
2122,0.043106221,0.031099522,0.165724481,0.586752484,2319,FLOT2
2694,0.030001491,0.021645012,0.165725674,0.586752484,26098,EDRF1
1170,-0.068925234,0.049728081,0.165733926,0.586752484,1421,CRYGD
2941,0.060541357,0.043688611,0.165824201,0.586752484,27346,TMEM97
6539,-0.050709727,0.036599044,0.165885016,0.586752484,729230,CCR2
7997,0.048579019,0.035069284,0.165982193,0.586752484,955,ENTPD6
8230,0.042059773,0.030367426,0.166043534,0.586752484,9833,MELK
7129,0.058544835,0.042271564,0.166061739,0.586752484,8411,EEA1
785,0.051643482,0.037289204,0.166069406,0.586752484,11120,BTN2A1
3570,-0.029426489,0.021247605,0.16607325,0.586752484,3574,IL7
3919,-0.064465486,0.046548121,0.166076525,0.586752484,4010,LMX1B
1879,0.063284307,0.045721317,0.166318244,0.58727508,22872,SEC31A
6668,-0.052147542,0.03767938,0.166364303,0.58727508,750,GAS8-AS1
5335,0.093530177,0.067669807,0.16692405,0.58871762,57037,ANKMY2
119,0.050500819,0.036542743,0.16698222,0.58871762,10138,YAF2
2042,-0.058888284,0.042612075,0.166983255,0.58871762,23095,KIF1B
3044,-0.049083736,0.035527832,0.167107673,0.588909036,284352,PPP1R37
3682,-0.111864357,0.081032648,0.167437361,0.589823388,3707,ITPKB
1854,-0.039395899,0.028549924,0.167618957,0.589908223,22837,COBLL1
2173,0.062443558,0.045259085,0.167681768,0.589908223,23243,ANKRD28
3495,0.10393387,0.075337435,0.167716608,0.589908223,3437,IFIT3
3207,-0.120553053,0.087389312,0.167742419,0.589908223,29994,BAZ2B
7080,-0.087407257,0.063439571,0.16826399,0.591494764,8336,H2AC17
2895,0.058253055,0.042319288,0.168662826,0.592648709,27250,PDCD4
7716,-0.080922579,0.058801835,0.168762389,0.592750539,9150,CTDP1
6863,-0.062680483,0.045557222,0.168864136,0.592859956,7936,NELFE
4328,0.042136717,0.030635286,0.168997911,0.592865492,473,RERE
6364,-0.054798246,0.039844028,0.169032595,0.592865492,7040,TGFB1
1856,-0.075116119,0.054625012,0.16909327,0.592865492,22839,DLGAP4
901,0.117905873,0.085753075,0.169148097,0.592865492,11332,ACOT7
1100,0.157470234,0.11459675,0.169402946,0.593511029,1350,COX7C
2580,0.183278567,0.133462363,0.169671434,0.5939484,25849,PARM1
7209,-0.050966571,0.037118083,0.169723518,0.5939484,84823,LMNB2
360,0.052614032,0.038319904,0.169745817,0.5939484,10466,COG5
2667,0.06003686,0.04373275,0.169810682,0.5939484,26037,SIPA1L1
7423,0.067934794,0.049503491,0.169962816,0.594233026,8747,ADAM21
2280,-0.049909233,0.036381369,0.170114832,0.594417285,23373,CRTC1
2743,0.042406993,0.030921114,0.170232388,0.594417285,26235,FBXL4
2559,0.074462457,0.054300305,0.170278876,0.594417285,25813,SAMM50
2025,0.067621194,0.049318562,0.170340537,0.594417285,23072,HECW1
3326,-0.07086153,0.051685348,0.170369422,0.594417285,3162,HMOX1
4930,-0.049437319,0.03606518,0.170444481,0.594432205,5409,PNMT
6315,0.048306653,0.035263745,0.170728314,0.595105653,6944,VPS72
1456,0.059376468,0.043351906,0.170799567,0.595105653,18,ABAT
