,b,se,pval,BH_adjPval,EntrezGeneID,GeneSymbol
5544,-0.031266532,0.022830999,0.17085017,0.595105653,5888,RAD51
4794,-0.074809937,0.054657257,0.171089931,0.595417585,5243,ABCB1
4654,0.079503079,0.05808617,0.171090173,0.595417585,51375,SNX7
5339,-0.127231843,0.092971058,0.171152423,0.595417585,57060,PCBP4
1772,0.055402958,0.040502837,0.171350128,0.595858542,220988,HNRNPA3
3915,-0.128660725,0.094077947,0.171438237,0.595918176,4005,LMO2
6999,-0.070170041,0.051324443,0.171567126,0.596119457,81611,ANP32E
1681,-0.036722734,0.026874461,0.17179629,0.596253208,2100,ESR2
6025,-0.033282886,0.024358242,0.171816218,0.596253208,6568,SLC17A1
1733,-0.051329255,0.03756868,0.171851767,0.596253208,2167,FABP4
2261,-0.049122951,0.035957026,0.171889619,0.596253208,23351,KHNYN
7702,-0.045175573,0.033083351,0.172093508,0.596713989,9136,RRP9
4176,-0.047344534,0.034678744,0.172180123,0.596765009,440073,IQSEC3
2887,0.056230167,0.041194001,0.172250343,0.596765009,27238,GPKOW
4229,0.066079983,0.048430309,0.172430861,0.596977693,4600,MX2
5345,0.056490802,0.04141094,0.172519846,0.596977693,5710,PSMD4
4832,0.087718403,0.064314733,0.1726013,0.596977693,529,ATP6V1E1
6790,0.044406238,0.032565505,0.172694303,0.596977693,7782,SLC30A4
6953,0.050502333,0.037037102,0.172705903,0.596977693,80777,CYB5B
2534,-0.062864913,0.046106971,0.172738246,0.596977693,25763,H2AP
842,-0.054931061,0.040305248,0.172921544,0.597120559,11214,AKAP13
7712,0.069206084,0.05079048,0.173014972,0.597120559,9147,NEMF
4356,0.04890904,0.035894791,0.17301918,0.597120559,4779,NFE2L1
5792,-0.075389739,0.055339745,0.173100922,0.597120559,6337,SCNN1A
1657,0.070757559,0.051948733,0.173177324,0.597120559,2060,EPS15
2997,-0.05835063,0.042842701,0.173206202,0.597120559,2801,GOLGA2
3246,-0.079815234,0.058619121,0.173327178,0.597292424,3053,SERPIND1
6837,-0.043426551,0.031913948,0.173596216,0.597675703,79036,KXD1
3815,-0.055514306,0.04080297,0.173657302,0.597675703,3881,KRT31
8244,-0.07584003,0.055742471,0.173658149,0.597675703,9853,RUSC2
4886,-0.099195233,0.072919942,0.173725312,0.597675703,5346,PLIN1
2355,-0.049674566,0.036524108,0.173814508,0.597675703,23509,POFUT1
3186,0.10265298,0.075486357,0.173865413,0.597675703,29896,TRA2A
6196,-0.046551979,0.034242062,0.173989166,0.597856391,6778,STAT6
2153,-0.067934268,0.049981137,0.174083813,0.597936959,23220,DTX4
5589,-0.04313528,0.031749902,0.174274735,0.598132978,5939,RBMS2
2936,-0.140925587,0.103730932,0.174283329,0.598132978,27338,UBE2S
7026,0.108211036,0.079702478,0.174562954,0.598322986,8204,NRIP1
2283,0.058239485,0.042899259,0.17459471,0.598322986,23379,ICE1
5251,-0.071698326,0.052814468,0.174606244,0.598322986,5626,PROP1
2689,0.044015762,0.032424231,0.174623677,0.598322986,26091,HERC4
7331,-0.051074099,0.037634329,0.174744788,0.598493771,8626,TP63
6677,-0.064879405,0.047826901,0.174925416,0.59886818,7516,XRCC2
7801,-0.044120625,0.03253634,0.175085987,0.599173643,926,CD8B
1476,0.06991921,0.051572767,0.175182232,0.599258812,1821,DRP2
5999,-0.076266339,0.05628065,0.175383265,0.599702223,6535,SLC6A8
7241,-0.032988101,0.024354152,0.175571657,0.600102065,8509,NDST2
3215,-0.062117599,0.04587321,0.175699706,0.600295416,3004,GZMM
2168,-0.195795553,0.144657557,0.175892528,0.600664607,23239,PHLPP1
6581,-0.048538011,0.035867366,0.175971342,0.600664607,7352,UCP3
4303,0.044016687,0.032530153,0.176022338,0.600664607,4694,NDUFA1
5737,0.059457181,0.043999742,0.176596947,0.602217772,6253,RTN2
6974,-0.042233357,0.031255429,0.176620907,0.602217772,8115,TCL1A
2943,0.058376041,0.043212629,0.176726727,0.60233403,27348,TOR1B
2500,-0.036673401,0.027162004,0.176960528,0.602762534,2542,SLC37A4
121,-0.05967574,0.044203457,0.17700819,0.602762534,1014,CDH16
7358,0.067712653,0.050174982,0.17716673,0.602762534,8661,EIF3A
6068,0.183163873,0.135724294,0.177167106,0.602762534,6616,SNAP25
1549,0.064494528,0.047799901,0.177253246,0.602762534,1951,CELSR3
7596,0.075253117,0.055777436,0.177283098,0.602762534,901,CCNG2
2146,-0.035049277,0.025984989,0.177392264,0.602889611,23214,XPO6
1055,-0.114903922,0.085204072,0.177474116,0.602923796,1292,COL6A2
6918,0.060709195,0.045045443,0.177744519,0.603319266,80212,CCDC92
1663,-0.036070809,0.026774393,0.177911648,0.603319266,2067,ERCC1
2350,0.069441221,0.051550878,0.177966561,0.603319266,23504,RIMBP2
4701,-0.058423309,0.043378097,0.17803212,0.603319266,51588,PIAS4
6624,-0.039966361,0.029677036,0.178073648,0.603319266,7421,VDR
4415,-0.08519105,0.063264147,0.178111393,0.603319266,4858,NOVA2
1348,-0.05580898,0.041445547,0.178121482,0.603319266,1636,ACE
6365,-0.090964984,0.067560342,0.178165251,0.603319266,7041,TGFB1I1
4849,-0.030804648,0.022885127,0.178284667,0.603338259,5308,PITX2
4239,-0.048616535,0.036122844,0.178345491,0.603338259,4610,MYCL
7430,0.060592942,0.045035085,0.178476471,0.603338259,8761,PABPC4
5110,-0.049520728,0.036807401,0.178495648,0.603338259,554,AVPR2
3244,-0.05879033,0.043700706,0.178530075,0.603338259,3046,HBE1
5068,-0.043400184,0.032266506,0.178607883,0.603358409,5514,PPP1R10
5364,0.030476835,0.022665109,0.178735507,0.603546758,57157,PHTF2
18,-0.065324766,0.04861297,0.179022011,0.604017773,100129528,MUC8
1236,0.10216014,0.076042775,0.179124292,0.604017773,1501,CTNND2
1411,-0.106407224,0.079216595,0.179192946,0.604017773,1734,DIO2
6326,0.047558997,0.035407449,0.179209864,0.604017773,6992,PPP1R11
1845,0.055426967,0.041271068,0.179272583,0.604017773,22823,MTF2
5694,0.05921206,0.044107113,0.179446712,0.604017773,6124,RPL4
4820,-0.034324605,0.02556935,0.179462398,0.604017773,5275,SERPINB13
2825,0.113038863,0.084218377,0.179527471,0.604017773,26994,RNF11
2351,0.039640646,0.029534292,0.179534241,0.604017773,23505,TMEM131
4369,-0.048904734,0.036441532,0.179594234,0.604017773,4795,NFKBIL1
3236,-0.047423505,0.035345283,0.179686511,0.604086197,3033,HADH
404,0.064636143,0.048182652,0.179764125,0.604105289,10522,DEAF1
8070,0.068049991,0.050760345,0.180046047,0.604810682,9653,HS2ST1
7022,-0.056373203,0.042058521,0.180131078,0.604854377,8193,DPF1
6959,-0.076600819,0.057174331,0.180318055,0.60510122,8082,SSPN
93,0.078386703,0.058511417,0.180348697,0.60510122,1010,CDH12
2764,-0.092004676,0.068698715,0.180489666,0.605332355,2638,GC
781,-0.068594136,0.051228245,0.180573748,0.605372588,11117,EMILIN1
2273,0.04258579,0.031812559,0.180685587,0.605505811,23365,ARHGEF12
256,0.046729342,0.034917252,0.180802551,0.605656094,103,ADAR
5350,0.069156549,0.051695414,0.180971586,0.605980614,5713,PSMD7
5922,-0.06910267,0.051704118,0.181385159,0.606970562,64764,CREB3L2
3543,-0.03745911,0.028047375,0.181691296,0.606970562,353500,BMP8A
5511,-0.081701818,0.061180394,0.181737339,0.606970562,58504,ARHGAP22
952,0.125226801,0.093773634,0.181740269,0.606970562,116,ADCYAP1
6561,0.077184247,0.057799484,0.181752166,0.606970562,7323,UBE2D3
7197,0.038358601,0.028728583,0.181808647,0.606970562,84726,PRRC2B
6,-0.050067469,0.037502307,0.181859863,0.606970562,10002,NR2E3
6033,-0.058211944,0.043606507,0.18189693,0.606970562,6576,SLC25A1
678,0.070497441,0.052812071,0.181917707,0.606970562,10961,ERP29
5695,-0.063519512,0.047614958,0.182195893,0.607409642,613,BCR
5988,0.075132368,0.056320413,0.1821984,0.607409642,6526,SLC5A3
3438,-0.049377079,0.037019588,0.182266289,0.607409642,3340,NDST1
4030,-0.035204405,0.026399734,0.182363316,0.607470291,4153,MBL2
15,-0.065108978,0.048839085,0.182488282,0.607470291,100128124,HGC6.3
7312,-0.041727778,0.031301491,0.182501494,0.607470291,8602,NOP14
7970,0.055821085,0.04192026,0.182991139,0.608369647,9515,STXBP5L
446,0.066163392,0.049687846,0.18299791,0.608369647,10565,ARFGEF1
7871,-0.079929,0.060038627,0.183092636,0.608369647,9368,SLC9A3R1
7058,-0.044510128,0.033434992,0.183108773,0.608369647,8289,ARID1A
3550,-0.05031632,0.037798639,0.183133897,0.608369647,3551,IKBKB
2110,-0.05701913,0.042876845,0.18357263,0.609585981,23174,ZCCHC14
4035,-0.055268655,0.041571246,0.183685578,0.609719954,416,ARSF
5425,-0.071361675,0.053691351,0.183811908,0.609816067,57576,KIF17
5279,-0.048552112,0.036534194,0.183864515,0.609816067,5655,KLK10
8035,-0.072597459,0.054651057,0.184052076,0.609816067,9603,NFE2L3
3979,0.039761157,0.029934939,0.184094707,0.609816067,4089,SMAD4
1748,-0.052226571,0.039325019,0.18415336,0.609816067,219,ALDH1B1
3950,-0.079036129,0.059520827,0.184219896,0.609816067,4053,LTBP2
7001,-0.042932137,0.032334542,0.184261232,0.609816067,81620,CDT1
8161,-0.049505989,0.037294644,0.18436684,0.609816067,9755,TBKBP1
5390,0.04494866,0.033864811,0.184410481,0.609816067,5728,PTEN
8097,0.042968096,0.03237486,0.184440677,0.609816067,9685,CLINT1
4227,0.09808128,0.073936982,0.184656792,0.610209935,4599,MX1
4097,-0.065699249,0.049531765,0.184705127,0.610209935,4255,MGMT
7096,-0.053877781,0.040647224,0.185006303,0.610718124,836,CASP3
7630,-0.055338508,0.041757313,0.185091189,0.610718124,9048,ARTN
3071,-0.039499616,0.02980724,0.185115263,0.610718124,28670,TRAV13-2
4940,-0.043971553,0.033192677,0.185258538,0.610718124,5424,POLD1
2902,-0.089039698,0.067215674,0.185275145,0.610718124,27284,SULT1B1
5166,-0.04809836,0.036310903,0.185295282,0.610718124,55756,INTS9
3379,-0.054342496,0.041039857,0.185456716,0.610773998,3234,HOXD8
3424,0.076875332,0.058056951,0.185457692,0.610773998,3309,HSPA5
7514,-0.039104506,0.029561232,0.185891666,0.611963234,8878,SQSTM1
8393,-0.133113947,0.100687213,0.186150122,0.612573952,AFFX-ThrX-3,NA
59,-0.092350876,0.069894229,0.186403112,0.613166209,100507331,ZSWIM8-AS1
6920,-0.046431236,0.035146648,0.186477519,0.613170793,80256,FAM214B
4744,0.059608446,0.045130876,0.186571133,0.613204619,51760,SYT17
907,-0.076591861,0.058012737,0.186748425,0.613204619,11338,U2AF2
1928,0.066422948,0.050314831,0.186786105,0.613204619,22930,RAB3GAP1
2766,-0.037235702,0.028207882,0.186819659,0.613204619,2641,GCG
3174,0.121632368,0.092149471,0.186852896,0.613204619,2982,GUCY1A1
3917,-0.048085396,0.036437235,0.186942746,0.613259836,4007,PRICKLE3
215,-0.060852385,0.046127172,0.187091965,0.613509693,10256,CNKSR1
7605,0.063631029,0.048241728,0.187167798,0.613518799,902,CCNH
8277,0.116061472,0.088055584,0.187487635,0.614327412,9890,PLPPR4
4283,-0.102962696,0.078141826,0.187624615,0.614356925,4669,NAGLU
5874,-0.069660435,0.052878642,0.187716545,0.614356925,643,CXCR5
3602,-0.046656692,0.035430503,0.187888584,0.614356925,3611,ILK
2450,0.111492469,0.084668477,0.187901641,0.614356925,241,ALOX5AP
2971,-0.060967816,0.046300791,0.18791339,0.614356925,2768,GNA12
6225,0.043035749,0.032690845,0.188024215,0.614356925,6827,SUPT4H1
2203,-0.039493146,0.030000224,0.188030309,0.614356925,23277,CLUH
6755,-0.041866862,0.031807087,0.188081883,0.614356925,7709,ZBTB17
4182,0.079099393,0.060122758,0.188297762,0.614822941,4430,MYO1B
894,-0.117631682,0.089470715,0.188593715,0.615510248,11322,TMC6
4292,0.052837707,0.040193944,0.188654844,0.615510248,4682,NUBP1
5487,0.047845963,0.036410955,0.188828017,0.615659097,5813,PURA
2311,0.036557415,0.027821528,0.188847087,0.615659097,23431,AP4E1
7762,-0.044541784,0.033906284,0.188956133,0.615775554,921,CD5
5512,-0.039578541,0.03014341,0.189180231,0.615939116,58509,CACTIN
6834,-0.075782022,0.05771682,0.189183896,0.615939116,79026,AHNAK
2937,0.068913054,0.052490339,0.189226354,0.615939116,27339,PRPF19
5107,0.056750309,0.043239947,0.189368032,0.616161463,5538,PPT1
3408,-0.101879473,0.077644635,0.189477934,0.616243709,3290,HSD11B1
6821,-0.052330402,0.03989001,0.189564886,0.616243709,7866,IFRD2
7777,0.094351036,0.071971743,0.189876162,0.616243709,9223,MAGI1
668,0.075632927,0.057695586,0.189892819,0.616243709,10949,HNRNPA0
164,-0.058557062,0.04468323,0.190029095,0.616243709,10201,NME6
4273,-0.056929933,0.043442877,0.190041978,0.616243709,4654,MYOD1
6263,0.041339014,0.03155256,0.190140509,0.616243709,6877,TAF5
5699,-0.052445614,0.040038127,0.190232435,0.616243709,6150,MRPL23
6545,-0.046614446,0.035586607,0.190233959,0.616243709,7297,TYK2
5849,-0.08198541,0.062591048,0.190243738,0.616243709,6406,SEMG1
3855,-0.047184531,0.036032168,0.190361214,0.616243709,3918,LAMC2
1283,-0.057126801,0.043628768,0.190404383,0.616243709,1559,CYP2C9
6635,-0.050208021,0.038346836,0.190428262,0.616243709,7434,VIPR2
5731,0.06951231,0.053100826,0.190513121,0.616243709,6240,RRM1
7863,-0.055400984,0.042329439,0.190600392,0.616243709,93594,TBC1D31
4158,0.136682835,0.104439512,0.19062676,0.616243709,4345,CD200
4989,-0.062595433,0.047830846,0.190641627,0.616243709,5453,POU3F1
4329,0.04586919,0.03505939,0.19076201,0.616243709,4733,DRG1
3988,-0.04514409,0.03450754,0.190792449,0.616243709,410,ARSA
8297,0.049051198,0.037499867,0.190860906,0.616243709,9911,TMCC2
755,0.188037638,0.143823126,0.191069149,0.616469923,11067,DEPP1
3145,0.06872401,0.052565509,0.191077782,0.616469923,2941,GSTA4
6827,0.070624873,0.054047062,0.191304705,0.616965019,7881,KCNAB1
4324,0.070758664,0.054184315,0.191590538,0.617502156,4723,NDUFV1
3282,-0.086711675,0.066404682,0.191618316,0.617502156,3092,HIP1
2909,-0.076525546,0.058643998,0.19192114,0.618240788,27290,SPINK4
3905,-0.054865717,0.04206041,0.192080079,0.618515532,3996,LLGL1
2124,0.078013185,0.059831485,0.192273882,0.618682401,23191,CYFIP1
2581,0.051112984,0.039201099,0.192279241,0.618682401,2585,GALK2
5261,0.075578617,0.057993623,0.192498682,0.619151257,5631,PRPS1
4147,-0.083391625,0.064016497,0.19269142,0.619533901,4329,ALDH6A1
3784,-0.087424843,0.067147996,0.192925797,0.619898702,3835,KIF22
5765,-0.120443188,0.092545816,0.193106554,0.619898702,6299,SALL1
5609,-0.099218184,0.076248166,0.19317174,0.619898702,5973,RENBP
4126,0.03381416,0.025988136,0.193211114,0.619898702,4301,AFDN
2496,0.111790852,0.085923834,0.193242744,0.619898702,253782,CERS6
1212,-0.056285489,0.043262213,0.193247774,0.619898702,1476,CSTB
7966,-0.096821712,0.074443064,0.193390518,0.619925127,951,CD37
2821,-0.057477024,0.04421129,0.193582775,0.619925127,26959,HBP1
2917,0.203990841,0.156910525,0.193585333,0.619925127,273,AMPH
4212,-0.056872396,0.043750302,0.193624444,0.619925127,4548,MTR
5993,-0.038674509,0.029754692,0.193676901,0.619925127,6530,SLC6A2
73,0.046087481,0.035468301,0.193806968,0.619925127,10073,SNUPN
7780,0.05542369,0.042655006,0.193824581,0.619925127,9229,DLGAP1
6000,-0.057294643,0.044102258,0.193898721,0.619925127,6536,SLC6A9
570,-0.106453266,0.081958149,0.193987356,0.619925127,10767,HBS1L
2849,0.063377369,0.048794853,0.193994193,0.619925127,27069,GHITM
1234,-0.052266986,0.040253872,0.194138324,0.620053756,15,AANAT
3059,-0.060168374,0.046343745,0.194182112,0.620053756,28571,TRBV16
7399,0.049489079,0.03813798,0.194413677,0.620557224,8718,TNFRSF25
1070,0.061321842,0.047336248,0.195164321,0.622716552,1306,COL15A1
1983,0.076621373,0.05917916,0.195411412,0.622961294,23024,PDZRN3
1897,0.052175271,0.040301764,0.195453049,0.622961294,22890,ZBTB1
3349,0.055538492,0.042926764,0.195735756,0.622961294,3190,HNRNPK
4469,-0.066670594,0.051536462,0.195783327,0.622961294,4938,OAS1
8072,0.116280912,0.089894606,0.195829576,0.622961294,9655,SOCS5
5224,0.215570999,0.166656087,0.195835381,0.622961294,5604,MAP2K1
754,-0.070997514,0.054895425,0.195899383,0.622961294,11066,SNRNP35
5317,-0.047601982,0.0368076,0.19591941,0.622961294,56951,C5orf15
2011,-0.046961178,0.036315176,0.195957193,0.622961294,23053,ZSWIM8
4856,-0.05715917,0.044210642,0.196051663,0.622961294,5317,PKP1
2353,0.117812087,0.091163022,0.196245246,0.622961294,23507,LRRC8B
4396,-0.04706152,0.036417249,0.196257938,0.622961294,4832,NME3
3961,0.049489243,0.038296458,0.196264741,0.622961294,4064,CD180
874,0.088846908,0.068757384,0.196294861,0.622961294,112611,RWDD2A
368,-0.041415729,0.032055272,0.19635372,0.622961294,10474,TADA3
1056,-0.083860465,0.064976214,0.196830864,0.624239273,1293,COL6A3
3220,-0.034998861,0.027131928,0.197067636,0.624697151,3009,H1-5
6112,-0.040360622,0.031292428,0.197124012,0.624697151,6665,SOX15
6613,0.079405993,0.061626148,0.197568012,0.625817746,7404,UTY
6726,0.077824946,0.060407017,0.197626657,0.625817746,7626,ZNF75D
2322,0.105646919,0.082080648,0.198055544,0.626939487,2346,FOLH1
8328,-0.037078785,0.028814311,0.198157597,0.627026188,9947,MAGEC1
7153,-0.054105202,0.042058713,0.198296252,0.627228596,8431,NR0B2
5827,0.066243922,0.051522151,0.198534954,0.627557152,6386,SDCBP
2041,-0.036564571,0.028439541,0.198549578,0.627557152,23094,SIPA1L3
4274,-0.079827756,0.062121457,0.198782814,0.628057966,4656,MYOG
3011,0.081739558,0.063638454,0.198989238,0.628333909,2821,GPI
2133,0.027119155,0.021123471,0.19919797,0.628333909,23200,ATP11B
2001,0.040274504,0.031370721,0.199203327,0.628333909,23041,MON2
1237,0.07104629,0.05534435,0.199242214,0.628333909,1503,CTPS1
1811,-0.061994973,0.048293683,0.199244249,0.628333909,2248,FGF3
7599,0.042603524,0.033195212,0.199343646,0.628385486,9014,TAF1B
8152,0.069552872,0.054201257,0.199410255,0.628385486,9746,CLSTN3
4605,-0.348201919,0.271446583,0.199574752,0.628575166,51090,PLLP
3446,-0.048490089,0.037816328,0.199754006,0.628575166,3357,HTR2B
7545,-0.07510227,0.058571051,0.19975772,0.628575166,8913,CACNA1G
6605,0.048157366,0.037558167,0.19976984,0.628575166,7389,UROD
509,-0.041979217,0.032756515,0.199999427,0.628846436,10652,YKT6
880,0.067404698,0.052596845,0.200005815,0.628846436,113,ADCY7
8130,0.042045216,0.032814957,0.20009461,0.628890169,9722,NOS1AP
3848,0.066124076,0.051619499,0.200197082,0.628976842,391012,DYNLL1P3
2568,0.051717072,0.040379557,0.20027319,0.628980648,2583,B4GALNT1
5356,0.047672794,0.037232694,0.200404005,0.629050812,57147,SCYL3
2051,0.056123424,0.043836705,0.200445341,0.629050812,23107,MRPS27
8146,-0.071191506,0.055629336,0.200633941,0.629407484,974,CD79B
1015,-0.109280124,0.085455478,0.200968898,0.630222855,124222,PAQR4
136,-0.040239227,0.03148541,0.201239647,0.63069052,10158,PDZK1IP1
7580,-0.075385005,0.058989163,0.20126823,0.63069052,8988,HSPB3
4057,-0.020667959,0.016178774,0.201435052,0.630977832,4193,MDM2
7603,-0.081423902,0.063815112,0.20197868,0.632444802,9019,MPZL1
5893,-0.074666601,0.058542106,0.202155621,0.632762915,644456,LOC644456
5308,0.06203321,0.048685856,0.202609339,0.633808307,5692,PSMB4
1071,-0.19361998,0.15198091,0.202672043,0.633808307,1307,COL16A1
3089,-0.050598544,0.03972091,0.202716017,0.633808307,2882,GPX7
7758,-0.036428716,0.028634524,0.203303627,0.635383056,92017,SNX29
6009,-0.04734604,0.037222425,0.203381568,0.635383056,6545,SLC7A4
5412,0.057855322,0.04549173,0.203452467,0.635383056,57460,PPM1H
7602,0.051708517,0.040664771,0.203522317,0.635383056,9016,SLC25A14
3823,-0.075062169,0.059064701,0.203783262,0.635961291,388714,FMO6P
4662,0.107098366,0.084292769,0.203887991,0.635962105,51412,ACTL6B
113,0.062908988,0.049526456,0.204009925,0.635962105,10130,PDIA6
957,-0.052559972,0.041379042,0.204010706,0.635962105,116285,ACSM1
1579,0.08975109,0.070670779,0.20408866,0.635969042,1993,ELAVL2
7800,0.07067299,0.055657922,0.204165099,0.635971255,9258,MFHAS1
2680,-0.054892754,0.043244532,0.204313732,0.636061917,26053,AUTS2
4014,-0.058479621,0.046080604,0.204415251,0.636061917,4137,MAPT
5019,0.053365321,0.042051226,0.204421423,0.636061917,5473,PPBP
2063,0.070601203,0.055650609,0.204565556,0.63607284,23122,CLASP2
6709,0.053174165,0.041933076,0.204772191,0.63607284,7571,ZNF23
1161,-0.052170712,0.0411507,0.204870648,0.63607284,141,ADPRH
1297,0.036540012,0.028829867,0.204999435,0.63607284,157922,CAMSAP1
3892,0.025660463,0.020247243,0.205028051,0.63607284,3980,LIG3
5964,0.062119395,0.049015683,0.205034769,0.63607284,6508,SLC4A3
118,0.063793323,0.050336535,0.205035033,0.63607284,10137,RBM12
555,0.075928042,0.059926175,0.20514587,0.63607284,10740,RFPL1S
4156,-0.190390378,0.150319097,0.205307375,0.63607284,4340,MOG
5807,-0.065592738,0.051802924,0.205442346,0.63607284,6360,CCL16
1917,-0.041291514,0.032624045,0.205628622,0.63607284,22915,MMRN1
4624,0.14646107,0.115747493,0.205745953,0.63607284,5122,PCSK1
879,0.034792547,0.027505486,0.205896009,0.63607284,112950,MED8
1182,-0.059243242,0.046839303,0.205936214,0.63607284,1441,CSF3R
4421,-0.057053532,0.045109037,0.205946034,0.63607284,4868,NPHS1
6734,-0.057206134,0.045233533,0.205984556,0.63607284,765,CA6
7138,-0.095656239,0.075642948,0.206023447,0.63607284,84179,SLC49A3
2972,-0.063754099,0.050429807,0.206153013,0.63607284,2769,GNA15
5436,0.085281211,0.067460288,0.206169341,0.63607284,577,ADGRB3
593,-0.042639486,0.033740531,0.206320944,0.63607284,1080,CFTR
7422,0.103021256,0.081522474,0.206331979,0.63607284,8745,ADAM23
3239,0.059101274,0.046775216,0.206403491,0.63607284,3036,HAS1
3755,0.070240254,0.055617963,0.206622995,0.63607284,3790,KCNS3
