"","Maycox_SchizEffectSize","EntrezGeneID","GeneSymbol","Iwamoto_SchizEffectSize","GeneSymbol"
"16792",0.083024529,"79003","MIS12",NA,NA
"16793",0.027973965,"79004","CUEDC2",NA,NA
"16794",-0.15529689,"79006","METRN",NA,NA
"16795",0.071751774,"79007","DBNDD1",NA,NA
"16796",0.067209951,"79009","DDX50",NA,NA
"16797",0.157111323,"79012","CAMKV",NA,NA
"16798",0.09463713,"79015","LINC01260",NA,NA
"16799",-0.032309221,"79016","DDA1",NA,NA
"16800",0.145855516,"79017","GGCT",0.087645332,"GGCT"
"16801",0.071295614,"79018","GID4",NA,NA
"16802",-0.045453648,"79019","CENPM",NA,NA
"16803",0.031110159,"79020","C7orf25",NA,NA
"16804",-0.004574136,"79022","TMEM106C",0.073505976,"TMEM106C"
"16805",0.006672986,"79023","NUP37",NA,NA
"16806",-0.029958416,"79024","SMIM2",NA,NA
"16807",-0.056960061,"79025","FNDC11",NA,NA
"16808",-0.076400012,"79026","AHNAK",-0.074152772,"AHNAK"
"16809",-0.003735404,"79027","ZNF655",NA,NA
"16810",0.056828322,"79029","SPATA5L1",NA,NA
"16811",0.018066694,"7903","ST8SIA4",-0.040866997,"ST8SIA4"
"16812",0.04233748,"79033","ERI3",-0.068480229,"ERI3"
"16813",0.021460628,"79034","C7orf26",NA,NA
"16814",-0.065364227,"79035","NABP2",NA,NA
"16815",-0.040859256,"79036","KXD1",-0.048656649,"KXD1"
"16816",0.03145288,"79037","PVRIG",NA,NA
"16817",-0.191258717,"79038","ZFYVE21",NA,NA
"16818",-0.091099521,"79039","DDX54",NA,NA
"16819",-0.018209879,"79041","TMEM38A",NA,NA
"16820",0.042105483,"79042","TSEN34",NA,NA
"16821",-0.066992891,"79047","KCTD15",NA,NA
"16822",0.068026154,"79048","SECISBP2",NA,NA
"16823",0.168466927,"7905","REEP5",0.042095248,"REEP5"
"16824",-0.04443002,"79050","NOC4L",NA,NA
"16825",0.044345106,"79053","ALG8",0.010390108,"ALG8"
"16826",-0.000350419,"79054","TRPM8",NA,NA
"16827",-0.036721915,"79056","PRRG4",NA,NA
"16828",0.027737944,"79057","PRRG3",NA,NA
"16829",0.026826543,"79058","ASPSCR1",NA,NA
"16830",-0.035895439,"79064","TMEM223",NA,NA
"16831",0.05170545,"79065","ATG9A",0.007549605,"ATG9A"
"16832",-0.047668196,"79066","METTL16",NA,NA
"16833",0.095885799,"79068","FTO",0.042236239,"FTO"
"16834",-0.047865685,"79070","POGLUT2",NA,NA
"16835",0.018686788,"79071","ELOVL6",0.043565169,"ELOVL6"
"16836",0.080596738,"79072","FASTKD3",NA,NA
"16837",-0.026600827,"79073","TMEM109",-0.028151959,"TMEM109"
"16838",0.02134329,"79074","C2orf49",NA,NA
"16839",-0.086942499,"79075","DSCC1",NA,NA
"16840",-0.021450316,"79077","DCTPP1",NA,NA
"16841",-0.071499262,"79078","C1orf50",NA,NA
"16842",0.05713131,"79080","CCDC86",-0.082922459,"CCDC86"
"16843",-0.0810944,"79083","MLPH",NA,NA
"16844",-0.002499349,"79084","WDR77",0.003102962,"WDR77"
"16845",-0.125948887,"79085","SLC25A23",NA,NA
"16846",-0.022936812,"79086","SMIM7",NA,NA
"16847",-0.111667609,"79087","ALG12",NA,NA
"16848",-0.007544766,"79088","ZNF426",NA,NA
"16849",0.026820061,"79089","TMUB2",NA,NA
"16850",-0.095167712,"79090","TRAPPC6A",-0.067908125,"TRAPPC6A"
"16851",-0.076160831,"79091","METTL22",NA,NA
"16852",-0.06419328,"79092","CARD14",NA,NA
"16853",0.032676523,"79094","CHAC1",NA,NA
"16854",-0.065330977,"79095","C9orf16",-0.163891622,"C9orf16"
"16855",-0.062054664,"790952","ESRG",NA,NA
"16856",0.114029667,"790955","UQCC3",NA,NA
"16857",0.010113314,"79096","C11orf49",0.193468024,"C11orf49"
"16858",-0.002753462,"79097","TRIM48",NA,NA
"16859",-0.078364611,"79098","C1orf116",NA,NA
"16860",-0.014554971,"79100","LINC00626",NA,NA
"16861",0.009244646,"79101","TAF1D",NA,NA
"16862",-0.024839084,"79102","RNF26",NA,NA
"16863",-0.046053193,"79109","MAPKAP1",0.044806222,"MAPKAP1"
"16864",0.020628877,"791114","PWRN1",NA,NA
"16865",-0.085902067,"791115","PWRN2",NA,NA
"16866",0.116185051,"7913","DEK",0.122795166,"DEK"
"16867",-0.068292708,"79132","DHX58",NA,NA
"16868",0.074432297,"79133","NDUFAF5",NA,NA
"16869",-0.062454014,"79134","TMEM185B",NA,NA
"16870",0.084629613,"79135","APOO",NA,NA
"16871",-0.056750574,"79136","LY6G6E",NA,NA
"16872",0.133717655,"79137","RETREG2",NA,NA
"16873",0.139034955,"79139","DERL1",NA,NA
"16874",-0.090380875,"79140","CCDC28B",NA,NA
"16875",0.117490014,"79142","PHF23",NA,NA
"16876",0.043813428,"79143","MBOAT7",0.029206207,"MBOAT7"
"16877",-0.140514479,"79144","PPDPF",NA,NA
"16878",0.057478353,"79145","CHCHD7",NA,NA
"16879",0.03270312,"79147","FKRP",NA,NA
"16880",-0.083086059,"79148","MMP28",NA,NA
"16881",-0.060916635,"79149","ZSCAN5A",NA,NA
"16882",0.017860373,"7915","ALDH5A1",0.114994302,"ALDH5A1"
"16883",0.038463358,"79150","MGC4859",NA,NA
"16884",0.031991005,"79152","FA2H",NA,NA
"16885",0.028239035,"79153","GDPD3",NA,NA
"16886",-0.086409532,"79154","DHRS11",NA,NA
"16887",0.0224433,"79155","TNIP2",NA,NA
"16888",-0.046891013,"79156","PLEKHF1",NA,NA
"16889",-0.034191841,"79157","MFSD11",NA,NA
"16890",0.04461511,"79158","GNPTAB",NA,NA
"16891",-0.094052977,"79159","NOL12",NA,NA
"16892",-0.116663357,"7916","PRRC2A",-0.227104884,"PRRC2A"
"16893",-0.057153648,"79160","LINC01711",NA,NA
"16894",0.135130738,"79161","TMEM243",0.203109102,"TMEM243"
"16895",-0.153101326,"79165","LENG1",NA,NA
"16896",0.001763867,"79166","LILRP2",-0.01798744,"LILRP2"
"16897",-0.017006116,"79168","LILRA6",NA,NA
"16898",-0.046292124,"79169","C1orf35",NA,NA
"16899",0.007061484,"7917","BAG6",-0.060658243,"BAG6"
"16900",0.002526957,"79170","PRR15L",NA,NA
"16901",-0.029045051,"79171","RBM42",-0.101328846,"RBM42"
"16902",-0.033095376,"79172","CENPO",NA,NA
"16903",-0.124585452,"79173","C19orf57",-0.029092966,"C19orf57"
"16904",-0.035149965,"79174","CRELD2",NA,NA
"16905",-0.014114862,"79175","ZNF343",NA,NA
"16906",0.072919716,"79176","FBXL15",NA,NA
"16907",-0.073184702,"79177","ZNF576",NA,NA
"16908",-0.007953435,"79178","THTPA",NA,NA
"16909",-0.022491501,"7918","GPANK1",NA,NA
"16910",-0.065947537,"79180","EFHD2",NA,NA
"16911",-0.008367218,"79183","TTPAL",NA,NA
"16912",0.122371524,"79184","BRCC3",NA,NA
"16913",0.024236809,"79187","FSD1",NA,NA
"16914",0.019142899,"79188","TMEM43",NA,NA
"16915",-0.009323307,"79191","IRX3",NA,NA
"16916",-0.058510066,"79192","IRX1",NA,NA
"16917",0.015615459,"7920","ABHD16A",NA,NA
"16918",-0.075227682,"7922","SLC39A7",-0.152033473,"SLC39A7"
"16919",-0.032422152,"79228","THOC6",NA,NA
"16920",-0.127501786,"7923","HSD17B8",-0.187365823,"HSD17B8"
"16921",-0.031038084,"79230","ZNF557",NA,NA
"16922",-0.034071916,"79258","MMEL1",NA,NA
"16923",0.074621732,"79269","DCAF10",NA,NA
"16924",0.700298093,"793","CALB1",0.337806688,"CALB1"
"16925",-0.061250426,"7932","OR2H2",0.031430233,"OR2H2"
"16926",-0.048717531,"79339","OR51B4",NA,NA
"16927",-0.0305198,"79345","OR51B2",NA,NA
"16928",-0.033768229,"7936","NELFE",-0.134465285,"NELFE"
"16929",-0.080366887,"79363","CPLANE2",NA,NA
"16930",0.006569627,"79364","ZXDC",NA,NA
"16931",0.063168235,"79365","BHLHE41",NA,NA
"16932",-0.049450985,"79366","HMGN5",NA,NA
"16933",-0.04958438,"79368","FCRL2",NA,NA
"16934",0.014001774,"79369","B3GNT4",NA,NA
"16935",-0.032991974,"79370","BCL2L14",NA,NA
"16936",0.072840649,"794","CALB2",0.113735828,"CALB2"
"16937",0.09732793,"7940","LST1",0.019776264,"LST1"
"16938",-0.022032376,"79400","NOX5",NA,NA
"16939",-0.021191583,"7941","PLA2G7",-0.084841741,"PLA2G7"
"16940",-0.100954147,"79411","GLB1L",NA,NA
"16941",-0.091267963,"79412","KREMEN2",NA,NA
"16942",-0.061676434,"79413","ZBED2",NA,NA
"16943",-0.032436523,"79414","LRFN3",NA,NA
"16944",0.152270377,"79415","CYBC1",NA,NA
"16945",-0.037750384,"7942","TFEB",-0.108295056,"TFEB"
"16946",-0.005591273,"79441","HAUS3",0.014352489,"HAUS3"
"16947",0.248209129,"79442","LRRC2",NA,NA
"16948",-0.04391142,"79443","FYCO1",NA,NA
"16949",-0.134713935,"79444","BIRC7",NA,NA
"16950",-0.008512333,"79446","WDR25",NA,NA
"16951",-0.048088398,"79447","PAGR1",NA,NA
"16952",-0.062291015,"79465","ULBP3",NA,NA
"16953",-0.024369679,"79470","OR51J1",NA,NA
"16954",-0.010904432,"795","S100G",0.024597515,"S100G"
"16955",-0.004036553,"7955","RNF217-AS1",NA,NA
"16956",-0.017353837,"79567","RIPOR1",NA,NA
"16957",0.066677588,"79568","MAIP1",NA,NA
"16958",-0.041933235,"7957","EPM2A",0.035056808,"EPM2A"
"16959",-0.096478366,"79570","NKAIN1",NA,NA
"16960",-0.015691641,"79571","GCC1",NA,NA
"16961",0.01485273,"79572","ATP13A3",0.015941788,"ATP13A3"
"16962",0.121289964,"79573","TTC13",NA,NA
"16963",0.001744146,"79574","EPS8L3",NA,NA
"16964",0.004700672,"79575","ABHD8",NA,NA
"16965",0.053925912,"79576","NKAP",NA,NA
"16966",0.090178746,"79577","CDC73",NA,NA
"16967",-0.046887334,"79581","SLC52A2",NA,NA
"16968",0.068465941,"79582","SPAG16",NA,NA
"16969",0.075751369,"79583","TMEM231",NA,NA
"16970",-0.067551593,"79585","CORO7",NA,NA
"16971",-0.150579602,"79586","CHPF",-0.085681127,"CHPF"
"16972",-0.000507537,"79587","CARS2",NA,NA
"16973",0.088799217,"79589","RNF128",NA,NA
"16974",0.026305344,"79590","MRPL24",NA,NA
"16975",0.024523507,"79591","ARMH3",NA,NA
"16976",-0.074418115,"79594","MUL1",NA,NA
"16977",0.01142675,"79595","SAP130",NA,NA
"16978",0.245434206,"79596","OBI1",NA,NA
"16979",0.053142955,"79598","CEP97",NA,NA
"16980",-0.029625452,"796","CALCA",-0.020653165,"CALCA"
"16981",-0.036469289,"79600","TCTN1",NA,NA
"16982",0.0475635,"79602","ADIPOR2",-0.278232621,"ADIPOR2"
"16983",-0.084140561,"79603","CERS4",NA,NA
"16984",0.100904457,"79605","PGBD5",0.130345339,"PGBD5"
"16985",-0.035676096,"79607","FAM118B",NA,NA
"16986",0.071648909,"79608","RIC3",NA,NA
"16987",0.197269208,"79609","VCPKMT",NA,NA
"16988",-0.007242421,"79611","ACSS3",NA,NA
"16989",0.076302501,"79612","NAA16",NA,NA
"16990",-0.051119968,"79613","TANGO6",NA,NA
"16991",-0.144866175,"79616","CCNJL",NA,NA
"16992",0.03808526,"79618","HMBOX1",NA,NA
"16993",0.079962592,"79621","RNASEH2B",0.100236047,"RNASEH2B"
"16994",0.059182746,"79622","SNRNP25",NA,NA
"16995",0.027384551,"79623","GALNT14",NA,NA
"16996",0.312136628,"79624","ARMT1",NA,NA
"16997",-0.051451122,"79625","NDNF",0.096446832,"NDNF"
"16998",-0.008970008,"79626","TNFAIP8L2",NA,NA
"16999",-0.065566619,"79627","OGFRL1",NA,NA
"17000",-0.019416638,"79628","SH3TC2",NA,NA
"17001",0.019042745,"79629","OCEL1",-0.018099256,"OCEL1"
"17002",-0.225233377,"79630","C1orf54",NA,NA
"17003",0.007443344,"79631","EFL1",NA,NA
"17004",0.01950123,"79632","FAM184A",NA,NA
"17005",-0.008656985,"79633","FAT4",NA,NA
"17006",0.048703146,"79634","SCRN3",NA,NA
"17007",-0.084698743,"79635","CCDC121",NA,NA
"17008",-0.074078552,"79637","ARMC7",NA,NA
"17009",-0.029221374,"79639","TMEM53",NA,NA
"17010",-0.082958728,"79640","C22orf46",NA,NA
"17011",0.095544707,"79641","ROGDI",NA,NA
"17012",-0.040248073,"79642","ARSJ",NA,NA
"17013",-0.049697984,"79643","CHMP6",NA,NA
"17014",0.074181059,"79644","SRD5A3",NA,NA
"17015",-0.003393902,"79645","EFCAB1",NA,NA
"17016",0.044078024,"79646","PANK3",0.001032918,"PANK3"
"17017",0.056757408,"79647","AKIRIN1",NA,NA
"17018",-0.002370429,"79648","MCPH1",NA,NA
"17019",-0.020875426,"79649","MAP7D3",NA,NA
"17020",-0.00581905,"7965","AIMP2",-0.000518642,"AIMP2"
"17021",-0.068232423,"79650","USB1",NA,NA
"17022",-0.007618416,"79651","RHBDF2",NA,NA
"17023",-0.123999358,"79652","TMEM204",NA,NA
"17024",0.000381789,"79654","HECTD3",NA,NA
"17025",0.011433758,"79656","BEND5",NA,NA
"17026",0.037574851,"79657","RPAP3",NA,NA
"17027",-0.023756965,"79658","ARHGAP10",NA,NA
"17028",0.035863048,"79659","DYNC2H1",NA,NA
"17029",-0.001207477,"79660","PPP1R3B",NA,NA
"17030",-0.0435567,"79661","NEIL1",NA,NA
"17031",-0.016978468,"79663","HSPBAP1",NA,NA
"17032",0.085574565,"79664","ICE2",NA,NA
"17033",0.051158348,"79665","DHX40",NA,NA
"17034",0.058183187,"79666","PLEKHF2",NA,NA
"17035",0.041223262,"79667","KLF3-AS1",NA,NA
"17036",0.064794769,"79668","PARP8",NA,NA
"17037",-0.008131686,"79669","C3orf52",NA,NA
"17038",-0.008273075,"79670","TUT7",NA,NA
"17039",-0.082368265,"79671","NLRX1",NA,NA
"17040",0.127181265,"79672","FN3KRP",NA,NA
"17041",0.117282454,"79673","ZNF329",NA,NA
"17042",-0.025032977,"79674","VEPH1",NA,NA
"17043",-0.047168091,"79675","FASTKD1",NA,NA
"17044",-0.028572185,"79676","OGFOD2",NA,NA
"17045",-0.009394943,"79677","SMC6",NA,NA
"17046",-0.033484234,"79679","VTCN1",NA,NA
"17047",0.030784308,"79680","RTL10",NA,NA
"17048",-0.004216488,"79682","CENPU",NA,NA
"17049",0.015742972,"79683","ZDHHC14",NA,NA
"17050",-0.002823477,"79684","MSANTD2",NA,NA
"17051",0.092481105,"79685","SAP30L",NA,NA
"17052",-0.025926062,"79689","STEAP4",NA,NA
"17053",-0.014313735,"79690","GAL3ST4",NA,NA
"17054",0.003743676,"79691","QTRT2",NA,NA
"17055",0.042460712,"79693","YRDC",NA,NA
"17056",0.004416836,"79694","MANEA",NA,NA
"17057",-0.043750487,"79695","GALNT12",NA,NA
"17058",-0.087891371,"79696","ZC2HC1C",NA,NA
"17059",-0.004259366,"79697","RIOX1",NA,NA
"17060",0.138872664,"79698","ZMAT4",NA,NA
"17061",0.143603004,"79699","ZYG11B",NA,NA
"17062",-0.052503005,"797","CALCB",0.083020827,"CALCB"
"17063",-0.049492482,"79701","OGFOD3",NA,NA
"17064",-0.09762968,"79703","C11orf80",0.06228464,"C11orf80"
"17065",-0.030662302,"79705","LRRK1",NA,NA
"17066",0.004838491,"79707","NOL9",NA,NA
"17067",-0.033635881,"79709","COLGALT1",NA,NA
"17068",0.029637895,"79710","MORC4",NA,NA
"17069",-0.048936687,"79711","IPO4",NA,NA
"17070",0.083405861,"79712","GTDC1",NA,NA
"17071",-0.07486418,"79713","IGFLR1",NA,NA
"17072",-0.043962413,"79714","CCDC51",NA,NA
"17073",0.047952674,"79717","PPCS",NA,NA
"17074",0.113784048,"79718","TBL1XR1",NA,NA
"17075",0.022909749,"79719","AAGAB",NA,NA
"17076",-0.088704125,"79720","VPS37B",NA,NA
"17077",0.013105925,"79722","ANKRD55",NA,NA
"17078",-0.007985604,"79723","SUV39H2",NA,NA
"17079",-0.092919174,"79724","ZNF768",NA,NA
"17080",0.014598145,"79725","THAP9",NA,NA
"17081",0.010314504,"79726","WDR59",NA,NA
"17082",0.022023641,"79727","LIN28A",NA,NA
"17083",0.089509798,"79728","PALB2",NA,NA
"17084",-0.13233644,"79729","SH3D21",NA,NA
"17085",-0.017387615,"79730","NSUN7",NA,NA
"17086",0.197082361,"79731","NARS2",NA,NA
"17087",-0.048031549,"79733","E2F8",NA,NA
"17088",-0.017061189,"79734","KCTD17",-0.010121271,"KCTD17"
"17089",-0.051548558,"79735","TBC1D17",NA,NA
"17090",0.013650035,"79736","TEFM",NA,NA
"17091",0.108879077,"79738","BBS10",NA,NA
"17092",0.190536634,"79739","TTLL7",NA,NA
"17093",0.112023463,"79740","ZBBX",NA,NA
"17094",0.027062518,"79741","CCDC7",NA,NA
"17095",-0.046341734,"79742","DIPK2B",NA,NA
"17096",-0.012755164,"79744","ZNF419",NA,NA
"17097",0.033435879,"79745","CLIP4",NA,NA
"17098",-0.080489452,"79746","ECHDC3",NA,NA
"17099",-0.038493248,"79747","ADGB",NA,NA
"17100",-0.122467856,"79748","LMAN1L",NA,NA
"17101",-0.129941896,"7975","MAFK",-0.011837408,"MAFK"
"17102",0.170989865,"79750","ZNF385D",NA,NA
"17103",-0.043535652,"79751","SLC25A22",NA,NA
"17104",0.270869841,"79752","ZFAND1",NA,NA
"17105",0.03644031,"79753","SNIP1",NA,NA
"17106",0.069112902,"79754","ASB13",NA,NA
"17107",-0.039345922,"79755","ZNF750",NA,NA
"17108",-0.059096216,"79758","DHRS12",-0.048397594,"DHRS12"
"17109",-0.05541009,"79759","ZNF668",NA,NA
"17110",0.092223873,"7976","FZD3",NA,NA
"17111",0.03036441,"79760","GEMIN7",NA,NA
"17112",0.108825655,"79762","C1orf115",NA,NA
"17113",0.003922762,"79763","ISOC2",NA,NA
"17114",-0.041114114,"79767","ELMO3",NA,NA
"17115",0.025146813,"79768","KATNBL1",NA,NA
"17116",0.043356456,"79770","TXNDC15",NA,NA
"17117",0.309073422,"79772","MCTP1",NA,NA
"17118",-0.091989174,"79774","GRTP1",NA,NA
"17119",-0.0463666,"79776","ZFHX4",NA,NA
"17120",-0.104556615,"79777","ACBD4",NA,NA
"17121",-0.095987587,"79778","MICALL2",NA,NA
"17122",0.090542446,"7978","MTERF1",0.004619584,"MTERF1"
"17123",0.032729597,"79780","CCDC82",NA,NA
"17124",-0.129863312,"79781","IQCA1",NA,NA
"17125",0.004238055,"79782","LRRC31",NA,NA
"17126",-0.156146271,"79783","SUGCT",NA,NA
"17127",-0.08581509,"79784","MYH14",NA,NA
"17128",-0.27960097,"79785","RERGL",NA,NA
"17129",-0.108492911,"79786","KLHL36",NA,NA
"17130",-0.200524135,"79788","ZNF665",NA,NA
"17131",0.0068124,"79789","CLMN",-0.188321471,"CLMN"
"17132",0.102545288,"7979","SEM1",0.059039731,"SEM1"
"17133",0.055091655,"79791","FBXO31",NA,NA
"17134",-0.082448366,"79792","GSDMD",NA,NA
"17135",0.013110753,"79794","C12orf49",NA,NA
"17136",0.091776661,"79796","ALG9",NA,NA
"17137",-0.016414281,"79797","ZNF408",NA,NA
"17138",-0.085074549,"79798","ARMC5",NA,NA
"17139",0.033340589,"79799","UGT2A3",NA,NA
"17140",-0.084035523,"7980","TFPI2",-0.102483403,"TFPI2"
"17141",0.096019622,"79800","CARF",NA,NA
"17142",-0.026038951,"79801","SHCBP1",NA,NA
"17143",0.035691277,"79802","HHIPL2",NA,NA
"17144",-0.052658849,"79803","HPS6",NA,NA
"17145",0.015958334,"79804","HAND2-AS1",NA,NA
"17146",0.02556366,"79805","VASH2",NA,NA
"17147",0.019349801,"79807","GSTCD",NA,NA
"17148",0.057075082,"79810","PTCD2",NA,NA
"17149",0.076347825,"79811","SLTM",NA,NA
"17150",-0.019155923,"79812","MMRN2",NA,NA
"17151",-0.077201956,"79813","EHMT1",NA,NA
"17152",0.086125152,"79814","AGMAT",NA,NA
"17153",-0.043045455,"79815","NIPAL2",NA,NA
"17154",-0.079882088,"79816","TLE6",NA,NA
"17155",-0.010170011,"79817","MOB3B",NA,NA
"17156",-0.000610448,"79818","ZNF552",NA,NA
"17157",-0.014120653,"79819","WDR78",NA,NA
"17158",-0.020439372,"7982","ST7",-0.011283175,"ST7"
"17159",-0.017755489,"79820","CATSPERB",NA,NA
"17160",0.02741327,"79822","ARHGAP28",NA,NA
"17161",-0.021271749,"79823","CAMKMT",NA,NA
"17162",-0.062750719,"79825","EFCC1",NA,NA
"17163",-0.048076243,"79827","CLMP",NA,NA
"17164",0.001674608,"79828","METTL8",NA,NA
"17165",0.010141541,"79829","NAA40",NA,NA
"17166",0.029328418,"79830","ZMYM1",NA,NA
"17167",-0.059511949,"79831","KDM8",NA,NA
"17168",-0.072034701,"79832","QSER1",NA,NA
"17169",0.051078609,"79833","GEMIN6",NA,NA
"17170",-0.006134016,"79834","PEAK1",NA,NA
"17171",0.02755673,"79836","LONRF3",NA,NA
"17172",0.191143876,"79837","PIP4K2C",NA,NA
"17173",-0.03731354,"79838","TMC5",NA,NA
"17174",-0.026028763,"79839","CCDC102B",NA,NA
"17175",-0.124308032,"7984","ARHGEF5",-0.019972797,"ARHGEF5"
"17176",0.043604938,"79840","NHEJ1",NA,NA
"17177",-0.092162723,"79841","AGBL2",NA,NA
"17178",0.015070518,"79842","ZBTB3",NA,NA
"17179",-0.034141966,"79843","FAM124B",NA,NA
"17180",-0.062286414,"79844","ZDHHC11",NA,NA
"17181",-0.102661505,"79845","RNF122",NA,NA
"17182",0.005744992,"79846","CFAP69",NA,NA
"17183",-0.007500344,"79847","MFSD13A",NA,NA
"17184",0.083095657,"79848","CSPP1",NA,NA
"17185",-0.068294909,"79849","PDZD3",NA,NA
"17186",0.055631835,"79850","TLCD3A",NA,NA
"17187",-0.117069528,"79852","EPHX3",NA,NA
"17188",-0.121204768,"79853","TM4SF20",NA,NA
"17189",-0.118017066,"79856","SNX22",NA,NA
"17190",-0.089729835,"79857","FLJ13224",NA,NA
"17191",0.01551336,"79858","NEK11",NA,NA
"17192",0.024629806,"79861","TUBAL3",NA,NA
"17193",-0.086279802,"79862","ZNF669",NA,NA
"17194",0.014830782,"79863","RBFA",NA,NA
"17195",0.023574706,"79864","JHY",NA,NA
"17196",-0.084061078,"79865","TREML2",NA,NA
"17197",0.070548429,"79866","BORA",NA,NA
"17198",-0.024201327,"79867","TCTN2",NA,NA
"17199",-0.00652069,"79868","ALG13",-0.016422375,"ALG13"
"17200",-0.031551855,"79869","CPSF7",NA,NA
"17201",-0.071474035,"79870","BAALC",NA,NA
"17202",0.021675735,"79871","RPAP2",NA,NA
"17203",0.081737103,"79872","CBLL1",NA,NA
"17204",0.008364038,"79873","NUDT18",NA,NA
"17205",-0.068150479,"79874","RABEP2",NA,NA
"17206",-0.150820204,"79875","THSD4",NA,NA
"17207",0.157680355,"79876","UBA5",NA,NA
"17208",-0.048560747,"79877","DCAKD",NA,NA
"17209",-0.046570381,"79879","CCDC134",NA,NA
"17210",-0.03968451,"7988","ZNF212",0.027229013,"ZNF212"
"17211",0.095919049,"79882","ZC3H14",0.151830169,"ZC3H14"
"17212",-0.044350825,"79883","PODNL1",NA,NA
"17213",0.123695467,"79884","MAP9",NA,NA
"17214",-0.055890087,"79885","HDAC11",NA,NA
"17215",0.05871482,"79886","CAAP1",NA,NA
"17216",-0.100942069,"79887","PLBD1",NA,NA
"17217",0.027706568,"79888","LPCAT1",0.061378798,"LPCAT1"
"17218",-0.081938191,"79890","RIN3",NA,NA
"17219",-0.087164887,"79891","ZNF671",NA,NA
"17220",0.011899938,"79892","MCMBP",NA,NA
"17221",0.120958836,"79893","GGNBP2",NA,NA
"17222",-0.069704395,"79894","ZNF672",NA,NA
"17223",-0.026507353,"79895","ATP8B4",NA,NA
"17224",0.024208008,"79896","THNSL1",NA,NA
"17225",-0.11978671,"79898","ZNF613",NA,NA
"17226",0.030339822,"79899","PRR5L",NA,NA
"17227",-0.003205985,"799","CALCR",0.061442205,"CALCR"
"17228",-0.056856532,"79901","CYBRD1",NA,NA
"17229",0.06891847,"79902","NUP85",NA,NA
"17230",-0.029682226,"79903","NAA60",NA,NA
"17231",-0.10046296,"79905","TMC7",NA,NA
"17232",-0.044070849,"79906","MORN1",NA,NA
"17233",-0.009311488,"79908","BTNL8",NA,NA
"17234",0.153709807,"7991","TUSC3",0.049350488,"TUSC3"
"17235",0.07464191,"79912","PYROXD1",-0.019006681,"PYROXD1"
"17236",-0.033993026,"79913","ACTR5",NA,NA
"17237",0.03132425,"79915","ATAD5",NA,NA
"17238",-0.087134863,"79917","MAGIX",NA,NA
"17239",0.145267395,"79918","SETD6",NA,NA
"17240",0.008151632,"79919","MAB21L4",NA,NA
"17241",0.037083109,"79921","TCEAL4",0.135156329,"TCEAL4"
"17242",-0.117475626,"79922","MRM1",NA,NA
"17243",-0.096834778,"79924","ADM2",NA,NA
"17244",-0.006807956,"79925","SPEF2",NA,NA
"17245",-0.175260121,"79927","FAM110D",NA,NA
"17246",0.067938888,"79929","MAP6D1",NA,NA
"17247",0.035248699,"7993","UBXN8",-0.041285367,"UBXN8"
"17248",-0.043094203,"79930","DOK3",NA,NA
"17249",0.00974044,"79931","TNIP3",NA,NA
"17250",0.033224657,"79932","KIAA0319L",NA,NA
"17251",-0.004032682,"79933","SYNPO2L",NA,NA
"17252",-0.100623962,"79934","COQ8B",NA,NA
"17253",-0.049777772,"79935","CNTD2",NA,NA
"17254",0.408196,"79937","CNTNAP3",NA,NA
"17255",0.030992556,"79939","SLC35E1",NA,NA
"17256",-0.024798691,"7994","KAT6A",0.039760504,"KAT6A"
"17257",-0.007594592,"79940","LINC00472",NA,NA
"17258",-0.096150913,"79943","ZNF696",NA,NA
"17259",0.008131253,"79944","L2HGDH",NA,NA
"17260",-0.10817132,"79946","C10orf95",NA,NA
"17261",-0.028338368,"79947","DHDDS",NA,NA
"17262",-0.040592996,"79948","PLPPR3",NA,NA
"17263",-0.012112466,"79949","PLEKHS1",NA,NA
"17264",0.048434115,"79953","SYNDIG1",NA,NA
"17265",-0.010506333,"79954","NOL10",NA,NA
"17266",-0.045155349,"79955","PDZD7",NA,NA
"17267",0.031393715,"79956","ERMP1",NA,NA
"17268",0.04017377,"79957","PAQR6",NA,NA
"17269",0.006596511,"79958","DENND1C",NA,NA
"17270",0.125297737,"79959","CEP76",NA,NA
"17271",0.053146806,"79960","JADE1",NA,NA
"17272",0.042452116,"79961","DENND2D",NA,NA
"17273",-0.071813671,"79962","DNAJC22",-0.123763022,"DNAJC22"
"17274",-0.000169531,"79963","ABCA11P",NA,NA
"17275",-0.086758587,"79966","SCD5",NA,NA
"17276",0.009770512,"79968","WDR76",NA,NA
"17277",-0.034282807,"79969","ATAT1",NA,NA
"17278",-0.002774559,"79970","ZNF767P",NA,NA
"17279",-0.056729811,"79971","WLS",NA,NA
"17280",-0.008638806,"79973","ZNF442",NA,NA
"17281",-0.015407926,"79974","CPED1",NA,NA
"17282",-0.002535131,"79977","GRHL2",NA,NA
"17283",0.001046552,"79979","TRMT2B",NA,NA
"17284",0.06313601,"79980","DSN1",NA,NA
"17285",-0.086382747,"79981","FRMD1",NA,NA
"17286",0.115614087,"79982","DNAJB14",NA,NA
"17287",-0.039881565,"79983","POF1B",NA,NA
"17288",-0.014394188,"79987","SVEP1",-0.122811279,"SVEP1"
"17289",0.011603283,"79989","TTC26",NA,NA
"17290",-0.070804391,"79990","PLEKHH3",NA,NA
"17291",-0.032134279,"79991","STN1",NA,NA
"17292",0.023352398,"79992","AGPAT4-IT1",NA,NA
