"","Maycox_SchizEffectSize","EntrezGeneID","GeneSymbol","Maycox_SchizSamplingVariance","GeneSymbol"
"8329",0.12240354,"283078","MKX",0.00716114390769692,"MKX"
"8330",0.012252744,"283080","C10orf126",0.00081877090124085,"C10orf126"
"8331",-0.056705652,"283089","WDR11-AS1",0.0034242906983102,"WDR11-AS1"
"8332",-0.063169982,"2831","NPBWR1",0.00224733454031308,"NPBWR1"
"8333",-0.031639842,"283104","SBF2-AS1",0.00158206500650597,"SBF2-AS1"
"8334",0.017091672,"283120","H19",0.00737793368145437,"H19"
"8335",-0.075888074,"283129","MAJIN",0.0013321949523411,"MAJIN"
"8336",-0.016189155,"283130","SLC25A45",0.00276139653117889,"SLC25A45"
"8337",-0.106328885,"283131","NEAT1",0.00451765137565871,"NEAT1"
"8338",-0.093437767,"283140","LINC02762",0.00292325023165859,"LINC02762"
"8339",-0.111671929,"283143","LINC00900",0.00354769246418828,"LINC00900"
"8340",-0.082772695,"283149","BCL9L",0.00158461166369385,"BCL9L"
"8341",-0.036222883,"283150","FOXR1",0.00244313405870514,"FOXR1"
"8342",-0.080303204,"283152","CCDC153",0.00292634823712302,"CCDC153"
"8343",0.004028709,"283159","OR8D1",0.0020301940892701,"OR8D1"
"8344",-0.02859592,"28316","CDH20",0.00744498391231552,"CDH20"
"8345",-0.034749295,"283160","OR8D2",0.00318226378075193,"OR8D2"
"8346",-0.007429938,"283165","KIRREL3-AS3",0.00434359584137573,"KIRREL3-AS3"
"8347",-0.082492851,"283171","C11orf44",0.00347043092535706,"C11orf44"
"8348",-0.067207664,"283177","LOC283177",0.0160505319373305,"LOC283177"
"8349",-0.031598412,"283194","LOC283194",0.00248874097688963,"LOC283194"
"8350",0.013970752,"283197","LINC00301",0.000434304411313447,"LINC00301"
"8351",-0.064644036,"2832","NPBWR2",0.00256013748394453,"NPBWR2"
"8352",-0.004922218,"283208","P4HA3",0.00214961124885018,"P4HA3"
"8353",0.175459638,"283209","PGM2L1",0.00725975228360215,"PGM2L1"
"8354",0.065217014,"283212","KLHL35",0.00262672507004316,"KLHL35"
"8355",-0.020510865,"283214","LOC283214",0.000704434869990541,"LOC283214"
"8356",0.006102089,"283219","KCTD21",0.00386548463733469,"KCTD21"
"8357",-0.096990686,"283229","CRACR2B",0.00293870364904932,"CRACR2B"
"8358",0.004743172,"283232","TMEM80",0.0024328674078068,"TMEM80"
"8359",-0.070957059,"283234","CCDC88B",0.00208856348015955,"CCDC88B"
"8360",0.080757266,"283237","TTC9C",0.00137851236386969,"TTC9C"
"8361",-0.051646573,"283238","SLC22A24",0.00237676046206058,"SLC22A24"
"8362",-0.098090218,"283248","RCOR2",0.00409387734814717,"RCOR2"
"8363",0.017536493,"283254","HARBI1",0.00125555112647301,"HARBI1"
"8364",-0.004712638,"283284","IGSF22",0.00309296102945324,"IGSF22"
"8365",-0.058600498,"283297","OR10A4",0.00218523094646279,"OR10A4"
"8366",-0.00553992,"283298","OLFML1",0.00153693399739684,"OLFML1"
"8367",-0.090602443,"2833","CXCR3",0.0027337593534379,"CXCR3"
"8368",-0.028489404,"283303","MRGPRG-AS1",0.00157347164973113,"MRGPRG-AS1"
"8369",-0.05527518,"283310","OTOGL",0.00641848859677652,"OTOGL"
"8370",-0.138606162,"283314","C1RL-AS1",0.00158918558881636,"C1RL-AS1"
"8371",0.038677899,"283316","CD163L1",0.00368940962900708,"CD163L1"
"8372",-0.149766636,"283335","LOC283335",0.00435043397443924,"LOC283335"
"8373",0.000445825,"283337","ZNF740",0.000973815286834772,"ZNF740"
"8374",-0.056541937,"283345","RPL13P5",0.00446513278407938,"RPL13P5"
"8375",0.009709624,"283349","RASSF3",0.00238432638533583,"RASSF3"
"8376",-0.004538899,"283352","TMEM132D-AS1",0.0011279344269528,"TMEM132D-AS1"
"8377",-0.107231482,"283358","B4GALNT3",0.00191743499643215,"B4GALNT3"
"8378",-0.041249982,"283373","ANKRD52",0.00284273848890514,"ANKRD52"
"8379",-0.025698603,"283375","SLC39A5",0.00244237011203152,"SLC39A5"
"8380",-0.007740351,"283377","SPRYD4",0.00241436875462231,"SPRYD4"
"8381",-0.037030678,"283383","ADGRD1",0.00340428417910309,"ADGRD1"
"8382",-0.031108901,"283385","MORN3",0.00181673306999552,"MORN3"
"8383",-0.045868084,"283387","LOC283387",0.00239724708035283,"LOC283387"
"8384",0.03717407,"283392","TRHDE-AS1",0.00337649900110575,"TRHDE-AS1"
"8385",-0.107741302,"2834","PRLHR",0.00151006027520355,"PRLHR"
"8386",-0.031056634,"283403","C12orf80",0.00174451711974472,"C12orf80"
"8387",-0.063567193,"283404","LINC00592",0.00343482823682699,"LINC00592"
"8388",0.001490766,"283416","LINC01465",0.00107913836958773,"LINC01465"
"8389",0.03169794,"283417","DPY19L2",0.00889961492303314,"DPY19L2"
"8390",-0.022004538,"283431","GAS2L3",0.00280689719997453,"GAS2L3"
"8391",0.011855966,"283432","LINC00485",0.000645346977181584,"LINC00485"
"8392",-0.082483701,"283435","LINC02825",0.00425315627685724,"LINC02825"
"8393",-0.010785498,"283446","MYO1H",0.00232057205054444,"MYO1H"
"8394",0.108807198,"283450","HECTD4",0.00232339274393455,"HECTD4"
"8395",0.138905633,"283455","KSR2",0.00291924088713455,"KSR2"
"8396",-0.059276068,"283459","GATC",0.00595644620268713,"GATC"
"8397",-0.046103909,"283461","C12orf40",0.000888614814928109,"C12orf40"
"8398",0.02232445,"283463","MUC19",0.00456521622056994,"MUC19"
"8399",0.012827041,"283464","GXYLT1",0.00170953778151244,"GXYLT1"
"8400",0.012689419,"283471","TMPRSS12",0.00164969375273724,"TMPRSS12"
"8401",-0.075228293,"283480","FGF14-IT1",0.00268162425772304,"FGF14-IT1"
"8402",-0.032170651,"283481","FGF14-AS2",0.00381821297631135,"FGF14-AS2"
"8403",0.019100484,"283483","LINC00551",0.000477803661148756,"LINC00551"
"8404",-0.083733219,"283486","LINC00567",0.00194361381828716,"LINC00567"
"8405",0.096655605,"283489","CHAMP1",0.00190624118220574,"CHAMP1"
"8406",0.020515798,"2835","GPR12",0.00255842739535255,"GPR12"
"8407",0.026923267,"283507","SUGT1P3",0.000653858665180951,"SUGT1P3"
"8408",0.020826815,"283514","SIAH3",0.00306870547106688,"SIAH3"
"8409",0.009510233,"283518","KCNRG",0.00132134804809934,"KCNRG"
"8410",-0.033208192,"283521","TMEM272",0.00292711166968996,"TMEM272"
"8411",-0.007758453,"283537","SLC46A3",0.00387385838014823,"SLC46A3"
"8412",-0.012677489,"283547","LINC00639",0.00151044206658295,"LINC00639"
"8413",-0.050166373,"283551","LINC01588",0.00077684267239162,"LINC01588"
"8414",0.182072251,"283554","GPR137C",0.0190529108532402,"GPR137C"
"8415",-0.057315767,"283571","PROX2",0.00175808806800081,"PROX2"
"8416",0.165216534,"283576","ZDHHC22",0.00269340687627639,"ZDHHC22"
"8417",-0.012819201,"283578","TMED8",0.00137515607182124,"TMED8"
"8418",-0.061361679,"283579","C14orf178",0.00387602349713223,"C14orf178"
"8419",0.06484686,"283585","LINC01148",0.00309195958668582,"LINC01148"
"8420",0.041273544,"283587","LINC01146",0.00101518561246428,"LINC01146"
"8421",-0.044486373,"283592","FAM181A-AS1",0.00252705387649849,"FAM181A-AS1"
"8422",-0.063523003,"283596","SNHG10",0.00396802158825025,"SNHG10"
"8423",-0.017519101,"283600","SLC25A47",0.00770673060067418,"SLC25A47"
"8424",-0.044471864,"283601","LINC00523",0.00201647464060298,"LINC00523"
"8425",0.003276799,"283624","LINC00641",0.00684742304938941,"LINC00641"
"8426",-0.001577404,"283629","TSSK4",0.00178002896772702,"TSSK4"
"8427",0.112601601,"283635","FAM177A1",0.0148014379983229,"FAM177A1"
"8428",0.067551181,"283638","CEP170B",0.0028723930050481,"CEP170B"
"8429",-0.047286975,"283643","TEDC1",0.00401317422555459,"TEDC1"
"8430",-0.052628089,"283659","PRTG",0.00129189564580712,"PRTG"
"8431",-0.008414855,"283663","LINC00926",0.00195249266181699,"LINC00926"
"8432",-0.021020627,"283665","LOC283665",0.00288299986122034,"LOC283665"
"8433",0.012736745,"283673","EWSAT1",0.00269820729772676,"EWSAT1"
"8434",-0.041145662,"283677","REC114",0.0013240449650301,"REC114"
"8435",-0.013930257,"283685","GOLGA6L2",0.000805448157044917,"GOLGA6L2"
"8436",-0.029205017,"283687","ST20-AS1",0.00264759942612564,"ST20-AS1"
"8437",-0.041945439,"283688","LINC00927",0.00275403766391158,"LINC00927"
"8438",-0.036829455,"283692","CPEB1-AS1",0.00112579995150107,"CPEB1-AS1"
"8439",-0.035237115,"283693","ACTG1P17",0.00152712952109175,"ACTG1P17"
"8440",-0.075366715,"2837","UTS2R",0.00297021041404932,"UTS2R"
"8441",-0.026794782,"283731","LOC283731",0.00197303726212235,"LOC283731"
"8442",-0.079219469,"283738","NTRK3-AS1",0.00315244246637816,"NTRK3-AS1"
"8443",0.116424723,"283742","FAM98B",0.00466454923735971,"FAM98B"
"8444",-0.000390163,"283748","PLA2G4D",0.00162892257830712,"PLA2G4D"
"8445",-0.04075515,"283761","LINC00928",0.00269052650979901,"LINC00928"
"8446",-0.002493207,"283777","FAM169B",0.0020357309300646,"FAM169B"
"8447",-0.006325651,"2838","GPR15",0.00375685954215456,"GPR15"
"8448",-0.064420177,"283807","FBXL22",0.00125763572766869,"FBXL22"
"8449",-0.056014102,"283847","TERB1",0.00775761262848117,"TERB1"
"8450",-0.022178368,"283848","CES4A",0.00354502365831511,"CES4A"
"8451",0.036079568,"283849","EXOC3L1",0.00177907657587103,"EXOC3L1"
"8452",0.042461273,"283856","LOC283856",0.00262315112345005,"LOC283856"
"8453",-0.010143389,"283860","LINC00304",0.000819975561484278,"LINC00304"
"8454",-0.000767784,"283867","LINC00922",0.00187606419163758,"LINC00922"
"8455",-0.078780056,"283869","NPW",0.00126008322967056,"NPW"
"8456",-0.021657954,"283870","BRICD5",0.0020145828593173,"BRICD5"
"8457",0.003869927,"283871","PGP",0.00205752022374258,"PGP"
"8458",-0.053061926,"283875","LINC00514",0.00902403954704987,"LINC00514"
"8459",-0.07498813,"283876","LINC00921",0.00214689076875105,"LINC00921"
"8460",-0.046751649,"283887","LINC02175",0.00301570591997616,"LINC02175"
"8461",-0.071444608,"283888","IL21R-AS1",0.00147755101159777,"IL21R-AS1"
"8462",0.023004307,"283897","C16orf54",0.000559441325623565,"C16orf54"
"8463",-0.017675972,"283899","INO80E",0.00324202834827058,"INO80E"
"8464",-0.087820763,"283902","HCCAT5",0.00211052513684048,"HCCAT5"
"8465",-0.008641048,"283914","LINC01566",0.0149874941323839,"LINC01566"
"8466",-0.02554959,"283927","NUDT7",0.00562893022598749,"NUDT7"
"8467",-0.057753906,"283932","FBXL19-AS1",0.0020642031979752,"FBXL19-AS1"
"8468",-0.052969857,"283933","ZNF843",0.00139236457140926,"ZNF843"
"8469",-0.032541068,"283948","NHLRC4",0.00189141498696073,"NHLRC4"
"8470",-0.091059235,"28395","IGHV4-34",0.00696344586351305,"IGHV4-34"
"8471",0.04540423,"283951","C16orf91",0.0031404374863472,"C16orf91"
"8472",-0.081791053,"28398","IGHV4-30-2",0.00490123507852396,"IGHV4-30-2"
"8473",0.122743996,"283981","LINC00685",0.00775667033670491,"LINC00685"
"8474",0.020517698,"283987","HID1",0.00150789448906738,"HID1"
"8475",-0.008083466,"283989","TSEN54",0.00102386353974837,"TSEN54"
"8476",-0.096817768,"283991","UBALD2",0.00151852502980655,"UBALD2"
"8477",0.075075729,"283999","TMEM235",0.0538977940880922,"TMEM235"
"8478",0.063626743,"284","ANGPT1",0.00388891388143832,"ANGPT1"
"8479",-0.204533959,"2840","GPR17",0.0161041781788335,"GPR17"
"8480",-0.23489767,"28400","IGHV4-28",0.00710869230641641,"IGHV4-28"
"8481",-0.02559247,"284001","CCDC57",0.000961250075596023,"CCDC57"
"8482",-0.00285979,"284004","HEXD",0.00296781370699204,"HEXD"
"8483",-0.071564138,"284013","VMO1",0.00229640268595984,"VMO1"
"8484",0.086039075,"284018","C17orf58",0.00292581434384951,"C17orf58"
"8485",-0.062921251,"284021","MILR1",0.00843968192505161,"MILR1"
"8486",0.022772715,"284023","RNF227",0.00238871318059707,"RNF227"
"8487",-0.029255243,"284029","LINC00324",0.00268582959238029,"LINC00324"
"8488",0.034582746,"284058","KANSL1",0.00100999744571884,"KANSL1"
"8489",-0.112526375,"284067","CFAP97D1",0.0028170550783716,"CFAP97D1"
"8490",-0.078019332,"284069","FAM171A2",0.00482405056845818,"FAM171A2"
"8491",0.017579341,"284071","MEIOC",0.000911845341269085,"MEIOC"
"8492",-0.149661246,"284076","TTLL6",0.00405555932253217,"TTLL6"
"8493",-0.017316629,"284080","PICART1",0.00155686087446097,"PICART1"
"8494",-0.074249143,"284086","NEK8",0.00113255712127736,"NEK8"
"8495",-0.010114122,"28409","IGHV3-73",0.000882357216709604,"IGHV3-73"
"8496",-0.019866166,"284098","PIGW",0.00409524168544934,"PIGW"
"8497",-0.044315966,"284099","C17orf78",0.0022769876489356,"C17orf78"
"8498",0.003072722,"2841","GPR18",0.00163494557975181,"GPR18"
"8499",-0.021539229,"28410","IGHV3-72",0.00263454859896527,"IGHV3-72"
"8500",-0.03356104,"284100","YWHAEP7",0.00153625845753926,"YWHAEP7"
"8501",-0.014280837,"284106","CISD3",0.00190035538681821,"CISD3"
"8502",-0.153173264,"284111","SLC13A5",0.00626925214761847,"SLC13A5"
"8503",-0.095011192,"284114","TMEM102",0.00263631798243988,"TMEM102"
"8504",-0.072064091,"284119","CAVIN1",0.00508553014943948,"CAVIN1"
"8505",0.125969492,"284129","SLC26A11",0.00190499801304573,"SLC26A11"
"8506",-0.103261591,"284131","ENDOV",0.00191304788054031,"ENDOV"
"8507",0.055757047,"284161","GDPD1",0.00447557319515009,"GDPD1"
"8508",-0.053088174,"284184","NDUFAF8",0.00252353657294935,"NDUFAF8"
"8509",-0.133924937,"284185","LINC00482",0.00521080629840487,"LINC00482"
"8510",-0.095643302,"284186","TMEM105",0.00268264657954071,"TMEM105"
"8511",0.079400017,"28419","IGHV3-54",0.00124452395397293,"IGHV3-54"
"8512",0.022386848,"2842","GPR19",0.00179435913808964,"GPR19"
"8513",-0.154156406,"284207","METRNL",0.00765744538286989,"METRNL"
"8514",-0.089825414,"284217","LAMA1",0.00562239502914865,"LAMA1"
"8515",-0.029331515,"284240","LOC284240",0.00185082460252157,"LOC284240"
"8516",0.046859775,"28425","IGHV3-47",0.00265665225392265,"IGHV3-47"
"8517",-0.014792197,"284252","KCTD1",0.00322947978727811,"KCTD1"
"8518",0.00200083,"284257","BOD1L2",0.00170947269297779,"BOD1L2"
"8519",-0.011431711,"284260","LINC00907",0.00162673079853416,"LINC00907"
"8520",-0.069545924,"284266","SIGLEC15",0.00407866480511043,"SIGLEC15"
"8521",0.036516816,"284273","ZADH2",0.00315974462720659,"ZADH2"
"8522",-0.012944215,"284274","SMIM21",0.000653301980185664,"SMIM21"
"8523",-0.055693219,"284276","LINC00908",0.00174213187928702,"LINC00908"
"8524",-0.046131847,"284294","LINC01924",0.00183419140332736,"LINC01924"
"8525",-0.054415486,"284297","SSC5D",0.00818580216501931,"SSC5D"
"8526",-0.017275643,"2843","GPR20",0.0021824818585165,"GPR20"
"8527",0.025752266,"284306","ZNF547",0.00129642497119088,"ZNF547"
"8528",-0.003225431,"284307","ZIK1",0.00195077288636417,"ZIK1"
"8529",0.08505954,"284309","ZNF776",0.00536420961582761,"ZNF776"
"8530",-0.075230428,"284312","ZSCAN1",0.00492418573492721,"ZSCAN1"
"8531",0.054197606,"284323","ZNF780A",0.00170227209607945,"ZNF780A"
"8532",-0.117279037,"284325","C19orf54",0.00281964865038451,"C19orf54"
"8533",-0.073159369,"284338","PRR19",0.00653266444385732,"PRR19"
"8534",0.031309692,"284339","TMEM145",0.00883907810018135,"TMEM145"
"8535",-0.025048416,"284340","CXCL17",0.00177865201678193,"CXCL17"
"8536",-0.006544364,"284346","ZNF575",0.00338014642541797,"ZNF575"
"8537",-0.081644295,"284348","LYPD5",0.00292341154060752,"LYPD5"
"8538",-0.004718735,"284349","ZNF283",0.000458735878822884,"ZNF283"
"8539",-0.061064984,"284352","PPP1R37",0.00181557019627392,"PPP1R37"
"8540",-0.018527353,"284353","NKPD1",0.00305456991768676,"NKPD1"
"8541",-0.059386268,"284358","MAMSTR",0.00231917639301339,"MAMSTR"
"8542",-0.051070336,"284359","IZUMO1",0.000886634555542662,"IZUMO1"
"8543",-0.08786803,"284361","EMC10",0.00149381235434463,"EMC10"
"8544",-0.02639935,"284365","LINC01869",0.00244766456852404,"LINC01869"
"8545",-0.115838361,"284366","KLK9",0.00633306551389201,"KLK9"
"8546",0.018474614,"284367","SIGLEC17P",0.00439270448989095,"SIGLEC17P"
"8547",0.004174523,"284369","SIGLECL1",0.000857187784870051,"SIGLECL1"
"8548",0.002279825,"284370","ZNF615",0.00366778638417156,"ZNF615"
"8549",0.05483407,"284371","ZNF841",0.00142494683539331,"ZNF841"
"8550",-0.042212819,"284379","LOC284379",0.0138950076967748,"LOC284379"
"8551",-0.070885104,"284382","ACTL9",0.00183486524856914,"ACTL9"
"8552",-0.037875437,"284385","ZNF561-AS1",0.00277551147874139,"ZNF561-AS1"
"8553",0.007253006,"284390","ZNF763",0.00114380586288684,"ZNF763"
"8554",-0.078251484,"284391","ZNF844",0.00121405836950757,"ZNF844"
"8555",-0.063240697,"284395","LOC284395",0.00357552091428601,"LOC284395"
"8556",0.014098897,"2844","GPR21",0.00290198262129715,"GPR21"
"8557",-0.030162496,"284402","SCGB2B2",0.00331674683518727,"SCGB2B2"
"8558",-0.139571173,"284403","WDR62",0.00291465137310689,"WDR62"
"8559",0.08440676,"284406","ZFP82",0.00105057103157737,"ZFP82"
"8560",-0.104296281,"284408","ZNF790-AS1",0.00302863601176507,"ZNF790-AS1"
"8561",-0.008762271,"284415","VSTM1",0.00129643914687476,"VSTM1"
"8562",-0.030638252,"284418","FAM71E2",0.00122165543865028,"FAM71E2"
"8563",0.009114503,"28442","IGHV3-23",0.00134940249886588,"IGHV3-23"
"8564",-0.074120709,"284422","SMIM24",0.00603342643959795,"SMIM24"
"8565",-0.23438677,"284424","MIR7-3HG",0.0232392210656348,"MIR7-3HG"
"8566",0.003654648,"284427","SLC25A41",0.00674927337354153,"SLC25A41"
"8567",-0.011251905,"284439","SLC25A42",0.0011236718555803,"SLC25A42"
"8568",-0.005872685,"28444","IGHV3-21",0.00222067387585903,"IGHV3-21"
"8569",-0.066817578,"284440","LINC00663",0.00376448166687843,"LINC00663"
"8570",0.131538629,"284443","ZNF493",0.0041910775879159,"ZNF493"
"8571",-0.157107703,"284451","ODF3L2",0.00488547963425795,"ODF3L2"
"8572",-0.087302339,"284454","LOC284454",0.00409397595070687,"LOC284454"
"8573",0.018737297,"284459","ZNF875",0.000471659823809089,"ZNF875"
"8574",0.046127542,"284485","RIIAD1",0.0040898563650937,"RIIAD1"
"8575",0.256726439,"2845","GPR22",0.00800165946657274,"GPR22"
"8576",0.242017448,"284521","OR2L13",0.0506334041229015,"OR2L13"
"8577",-0.039428826,"284525","SLC9C2",0.00107938829273293,"SLC9C2"
"8578",-0.038614692,"284541","CYP4A22",0.00772817700885072,"CYP4A22"
"8579",-0.096322707,"284551","LINC01226",0.00207950221786546,"LINC01226"
"8580",0.013891451,"284561","LINC02806",0.00102565485010085,"LINC02806"
"8581",-0.088546039,"28457","IGHV2-5",0.00619035454189059,"IGHV2-5"
"8582",-0.019109448,"284576","LEMD1-AS1",0.000862598133084266,"LEMD1-AS1"
"8583",0.015119873,"284578","MFSD4A-AS1",0.00193893939589715,"MFSD4A-AS1"
"8584",0.065347649,"2846","LPAR4",0.0017234315352899,"LPAR4"
"8585",-0.101589156,"284600","LOC284600",0.00434062711309341,"LOC284600"
"8586",0.213191478,"284611","FAM102B",0.00719528193832616,"FAM102B"
"8587",-0.000114639,"284612","SYPL2",0.00541211786617486,"SYPL2"
"8588",0.023488704,"284613","CYB561D1",0.00210915922972718,"CYB561D1"
"8589",0.022596394,"284615","ANKRD34A",0.00554832196931621,"ANKRD34A"
"8590",-0.0499947,"284618","RUSC1-AS1",0.00315876864177869,"RUSC1-AS1"
"8591",-0.026668361,"284632","LINC02800",0.0024029112563387,"LINC02800"
"8592",-0.097364128,"284648","LINC01686",0.00342176119935985,"LINC01686"
"8593",-0.001759692,"284649","SMG7-AS1",0.00271747119267694,"SMG7-AS1"
"8594",-0.08654776,"28465","IGHV1-46",0.00628297805133401,"IGHV1-46"
"8595",-0.181083289,"284654","RSPO1",0.00687946901346047,"RSPO1"
"8596",0.007998314,"284656","EPHA10",0.00206296317786545,"EPHA10"
"8597",-0.020276614,"284661","LINC01777",0.000914873538469356,"LINC01777"
"8598",0.055126509,"284677","SNHG28",0.00177617321345538,"SNHG28"
"8599",-0.078031767,"284680","SPATA46",0.00216053814579134,"SPATA46"
"8600",-0.091736461,"284688","LINC01142",0.00360843660696687,"LINC01142"
"8601",0.065863508,"284695","ZNF326",0.00233575001438208,"ZNF326"
"8602",0.180725405,"284697","BTBD8",0.00395835831288103,"BTBD8"
"8603",-0.032458864,"2847","MCHR1",0.00281030243445765,"MCHR1"
"8604",-0.000215475,"284716","RIMKLA",0.00170168249065363,"RIMKLA"
"8605",-0.205727768,"284723","SLC25A34",0.00261272746612025,"SLC25A34"
"8606",-0.115220483,"284739","C20orf204",0.00329306978467013,"C20orf204"
"8607",-0.07667201,"284749","LINC00494",0.00249263426844619,"LINC00494"
"8608",-0.010938167,"284751","LINC01270",0.00104603815450041,"LINC01270"
"8609",0.016086085,"284756","C20orf197",0.000697315216011056,"C20orf197"
"8610",-0.072020831,"284757","MIR646HG",0.0020373089472672,"MIR646HG"
"8611",0.007149336,"284759","SIRPB2",0.00156556841851076,"SIRPB2"
"8612",0.000245971,"284788","LOC284788",0.00188254074210743,"LOC284788"
"8613",-0.106948645,"284798","LOC284798",0.00219673310125349,"LOC284798"
"8614",-0.021016562,"2848","GPR25",0.0022653082687729,"GPR25"
"8615",0.042818444,"284801","MIR663AHG",0.00127065659180268,"MIR663AHG"
"8616",-0.023730893,"284805","C20orf203",0.00366995724906811,"C20orf203"
"8617",-0.002722844,"284825","LINC01697",0.00100725968629073,"LINC01697"
"8618",-0.031469882,"284835","LINC00323",0.000874328018302004,"LINC00323"
"8619",-0.01410347,"284837","AATBC",0.00266300927031921,"AATBC"
"8620",-0.105410043,"284865","LOC284865",0.00279326570295389,"LOC284865"
"8621",-0.078018335,"284889","MIF-AS1",0.00168714754070438,"MIF-AS1"
"8622",-0.033427115,"284898","LOC284898",0.00281180977984386,"LOC284898"
"8623",0.134542445,"2849","GPR26",0.00633206587830906,"GPR26"
"8624",0.020510185,"284900","TTC28-AS1",0.00153402308154917,"TTC28-AS1"
"8625",-0.060039462,"284904","SEC14L4",0.00140384541257657,"SEC14L4"
"8626",-0.005132048,"284930","LOC284930",0.00202377863224966,"LOC284930"
"8627",-0.043605113,"284933","LOC284933",0.00327620790596364,"LOC284933"
"8628",0.002740495,"284948","SH2D6",0.0029775338918692,"SH2D6"
"8629",-0.050202399,"284950","LOC284950",0.00059565228348518,"LOC284950"
"8630",-0.017548189,"284958","NT5DC4",0.000613864035943821,"NT5DC4"
"8631",-0.030992335,"284992","CCDC150",0.00106332457613974,"CCDC150"
"8632",0.052340816,"284996","RNF149",0.00191891704221535,"RNF149"
"8633",-0.06572335,"284998","LINC01114",0.00485050433194476,"LINC01114"
"8634",-0.149821251,"285","ANGPT2",0.00990153513700784,"ANGPT2"
"8635",0.060997722,"2850","GPR27",0.00315073886846743,"GPR27"
"8636",0.004076178,"285000","LOC285000",0.00156105202393647,"LOC285000"
"8637",-0.032639609,"285016","ALKAL2",0.0047794307553329,"ALKAL2"
"8638",0.014173209,"285025","CCDC141",0.000319726592343645,"CCDC141"
"8639",0.016560405,"285033","STARD7-AS1",0.00172955310475804,"STARD7-AS1"
"8640",-0.020428539,"285045","LINC00486",0.000753372844096298,"LINC00486"
"8641",0.00746168,"285051","STPG4",0.00293351071655506,"STPG4"
"8642",0.012334541,"285084","LINC01305",0.00149422148427712,"LINC01305"
"8643",0.020263915,"285093","RTP5",0.00371558829976787,"RTP5"
"8644",-0.139607592,"285095","LOC285095",0.00399956451109935,"LOC285095"
"8645",0.052333878,"285097","LOC285097",0.00263606858063046,"LOC285097"
"8646",-0.101296258,"28511","NKIRAS2",0.00104131159888354,"NKIRAS2"
"8647",0.209682514,"28512","NKIRAS1",0.00681580098960748,"NKIRAS1"
"8648",-0.055037167,"285126","DNAJC5G",0.00251690743413591,"DNAJC5G"
"8649",-0.043841926,"28513","CDH19",0.0070660438161719,"CDH19"
"8650",-0.097033004,"28514","DLL1",0.00299784799076932,"DLL1"
"8651",0.036279222,"285148","IAH1",0.0024967017610194,"IAH1"
"8652",-0.011394839,"285154","CYP1B1-AS1",0.00163355844338246,"CYP1B1-AS1"
"8653",0.018282495,"28516","TRDV3",0.00223425230413205,"TRDV3"
"8654",0.238541391,"285172","FAM126B",0.00765350685339068,"FAM126B"
"8655",0.268507511,"285175","UNC80",0.0080558536546811,"UNC80"
"8656",-0.104958288,"285191","LOC285191",0.00409080130087464,"LOC285191"
"8657",0.089599877,"285193","DUSP28",0.00232928001780822,"DUSP28"
"8658",-0.038414036,"285194","TUSC7",0.0010507469106009,"TUSC7"
"8659",-0.051725808,"285195","SLC9A9",0.00265578997575627,"SLC9A9"
"8660",-0.000432696,"2852","GPER1",0.00601706210934167,"GPER1"
"8661",0.016995202,"285203","EOGT",0.0116001792783459,"EOGT"
"8662",0.005268575,"285205","LINC00636",0.00131751228170594,"LINC00636"
"8663",0.029721624,"285220","EPHA6",0.00104969616223039,"EPHA6"
"8664",-0.062975829,"285224","DNAJB8-AS1",0.00304976765487489,"DNAJB8-AS1"
"8665",0.076053252,"285237","C3orf38",0.00395811813925914,"C3orf38"
"8666",-0.027882799,"28526","TRDC",0.00134690313917199,"TRDC"
"8667",-0.022357286,"285267","ZNF619",0.0029073538073755,"ZNF619"
"8668",-0.012248282,"285268","ZNF621",0.000941435195636906,"ZNF621"
"8669",-0.025369442,"285282","RABL3",0.00157104757339882,"RABL3"
"8670",-0.002027487,"285286","LINC00877",0.00266538921037387,"LINC00877"
"8671",-0.040929147,"2853","GPR31",0.00333495548289118,"GPR31"
"8672",0.005883651,"285311","C3orf56",0.00155937724100052,"C3orf56"
"8673",-0.056632598,"285313","IGSF10",0.00217208079404649,"IGSF10"
"8674",-0.002796065,"285315","C3orf33",0.00135905773427523,"C3orf33"
"8675",-0.024472335,"285326","LINC00692",0.000565522750760063,"LINC00692"
"8676",0.120207348,"285331","CCDC66",0.00352391191902614,"CCDC66"
"8677",0.025423473,"285343","TCAIM",0.00156701066112576,"TCAIM"
"8678",-0.014127684,"285346","ZNF852",0.000911583229499915,"ZNF852"
"8679",-0.047420633,"285349","ZNF660",0.00303592301832225,"ZNF660"
"8680",-0.058295306,"285352","KIF9-AS1",0.00210112530945156,"KIF9-AS1"
"8681",-0.018640779,"285362","SUMF1",0.00406456957982373,"SUMF1"
"8682",0.015919039,"285367","RPUSD3",0.00261797434905836,"RPUSD3"
"8683",0.078237661,"285368","PRRT3",0.00466840913887044,"PRRT3"
"8684",-0.02690063,"285370","LINC00606",0.000840809481024979,"LINC00606"
"8685",-0.030968728,"285375","LINC00620",0.000758499656640715,"LINC00620"
"8686",0.064976674,"285381","DPH3",0.00591557327580995,"DPH3"
"8687",-0.01190553,"285382","C3orf70",0.00907589505980751,"C3orf70"
"8688",-0.037705362,"285386","TPRG1",0.00175055025175527,"TPRG1"
"8689",-0.008269802,"285389","LINC02028",0.0014556975829511,"LINC02028"
